"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHINCHEROS (000)",11750,1783,2829,5503,90,1402,143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,39,,,,,
"Profes., científicos e intelectuales (002)",1167,1104,,57,5,1,
"Técnicos de nivel medio y trab. asimilados (003)",179,130,,41,5,3,
"Jefes y empleados de oficina (004)",201,201,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",764,67,11,578,12,96,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",4032,,,3982,50,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",372,,115,240,7,10,
"Obreros construc.,conf., papel, fab., instr. (008)",448,60,213,148,9,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4150,86,2421,330,,1170,143
"Otra (010)",68,68,,,,,
"Ocupación no especificada (011)",330,28,69,127,2,104,
"Hombres (012)",9290,1064,2642,4489,71,1016,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",34,34,,,,,
"Profes., científicos e intelectuales (014)",620,581,,35,4,,
"Técnicos de nivel medio y trab. asimilados (015)",118,85,,28,3,2,
"Jefes y empleados de oficina (016)",134,134,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",243,34,3,176,6,24,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",3819,,,3774,45,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",302,,100,190,4,8,
"Obreros construc.,conf., papel, fab., instr. (020)",441,60,212,142,9,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",3387,54,2280,99,,946,8
"Otra (022)",67,67,,,,,
"Ocupación no especificada (023)",125,15,47,45,,18,
"Mujeres (024)",2460,719,187,1014,19,386,135
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,5,,,,,
"Profes., científicos e intelectuales (026)",547,523,,22,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",61,45,,13,2,1,
"Jefes y empleados de oficina (028)",67,67,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",521,33,8,402,6,72,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",213,,,208,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",70,,15,50,3,2,
"Obreros construc.,conf., papel, fab., instr. (032)",7,,1,6,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",763,32,141,231,,224,135
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",205,13,22,82,2,86,
,,,,,,,
"URBANA (036)",4751,1384,763,2051,57,412,84
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,26,,,,,
"Profes., científicos e intelectuales (038)",926,876,,44,5,1,
"Técnicos de nivel medio y trab. asimilados (039)",128,86,,34,5,3,
"Jefes y empleados de oficina (040)",164,164,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",531,46,7,411,10,57,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1052,,,1025,27,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",186,,50,127,4,5,
"Obreros construc.,conf., papel, fab., instr. (044)",241,47,85,98,4,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1275,53,596,237,,305,84
"Otra (046)",66,66,,,,,
"Ocupación no especificada (047)",156,20,25,75,2,34,
"Hombres (048)",3228,820,687,1418,40,258,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,21,,,,,
"Profes., científicos e intelectuales (050)",490,459,,27,4,,
"Técnicos de nivel medio y trab. asimilados (051)",81,55,,21,3,2,
"Jefes y empleados de oficina (052)",106,106,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",168,20,1,130,4,13,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",977,,,955,22,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",160,,43,110,3,4,
"Obreros construc.,conf., papel, fab., instr. (056)",236,47,85,93,4,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",863,35,541,58,,224,5
"Otra (058)",65,65,,,,,
"Ocupación no especificada (059)",61,12,17,24,,8,
"Mujeres (060)",1523,564,76,633,17,154,79
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",436,417,,17,1,1,
"Técnicos de nivel medio y trab. asimilados (063)",47,31,,13,2,1,
"Jefes y empleados de oficina (064)",58,58,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",363,26,6,281,6,44,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",75,,,70,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",26,,7,17,1,1,
"Obreros construc.,conf., papel, fab., instr. (068)",5,,,5,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",412,18,55,179,,81,79
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",95,8,8,51,2,26,
,,,,,,,
"RURAL (072)",6999,399,2066,3452,33,990,59
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",13,13,,,,,
"Profes., científicos e intelectuales (074)",241,228,,13,,,
"Técnicos de nivel medio y trab. asimilados (075)",51,44,,7,,,
"Jefes y empleados de oficina (076)",37,37,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",233,21,4,167,2,39,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",2980,,,2957,23,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",186,,65,113,3,5,
"Obreros construc.,conf., papel, fab., instr. (080)",207,13,128,50,5,11,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",2875,33,1825,93,,865,59
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",174,8,44,52,,70,
"Hombres (084)",6062,244,1955,3071,31,758,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,13,,,,,
"Profes., científicos e intelectuales (086)",130,122,,8,,,
"Técnicos de nivel medio y trab. asimilados (087)",37,30,,7,,,
"Jefes y empleados de oficina (088)",28,28,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",75,14,2,46,2,11,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2842,,,2819,23,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",142,,57,80,1,4,
"Obreros construc.,conf., papel, fab., instr. (092)",205,13,127,49,5,11,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2524,19,1739,41,,722,3
"Otra (094)",2,2,,,,,
"Ocupación no especificada (095)",64,3,30,21,,10,
"Mujeres (096)",937,155,111,381,2,232,56
"Profes., científicos e intelectuales (098)",111,106,,5,,,
"Técnicos de nivel medio y trab. asimilados (099)",14,14,,,,,
"Jefes y empleados de oficina (100)",9,9,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",158,7,2,121,,28,
