"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CAYLLOMA (000)",33362,3966,10687,12361,1103,4067,283,895
"Agric., ganadería, caza y silvicultura (001)",17945,86,7001,6533,857,3468,,
"Pesca (002)",34,1,16,12,1,4,,
"Explotación de minas y canteras (003)",800,109,592,92,7,,,
"Industrias manufactureras (004)",1566,110,716,673,42,25,,
"Suministro de electricidad, gas y agua (005)",49,16,32,1,,,,
"Construcción (006)",1664,44,1280,309,12,19,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3749,543,123,2628,96,359,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",338,30,89,194,16,9,,
"Comercio al por mayor (009)",206,72,12,92,11,19,,
"Comercio al por menor (010)",3205,441,22,2342,69,331,,
"Hoteles y restaurantes (011)",1347,559,93,614,35,46,,
"Trans., almac. y comunicaciones (012)",1436,334,263,817,13,9,,
"Intermediación financiera (013)",24,23,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",614,400,95,99,13,7,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",528,420,108,,,,,
"Enseñanza (016)",759,705,3,42,5,4,,
"Servicios sociales y de salud (017)",342,220,8,109,5,,,
"Otras activ. serv.comun.soc y personales (018)",591,230,153,188,6,14,,
"Hogares privados con servicio doméstico (019)",283,,,,,,283,
"Actividad economica no especificada (021)",736,166,203,244,11,112,,
"Desocupado (022)",895,,,,,,,895
"Hombres (023)",20484,2192,7359,7963,848,1505,29,588
"Agric., ganadería, caza y silvicultura (024)",11273,70,4269,4880,702,1352,,
"Pesca (025)",31,1,15,11,,4,,
"Explotación de minas y canteras (026)",769,98,580,85,6,,,
"Industrias manufactureras (027)",978,78,451,402,34,13,,
"Suministro de electricidad, gas y agua (028)",47,14,32,1,,,,
"Construcción (029)",1565,41,1190,305,12,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1460,235,115,1006,42,62,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",309,25,85,180,13,6,,
"Comercio al por mayor (032)",112,45,10,49,5,3,,
"Comercio al por menor (033)",1039,165,20,777,24,53,,
"Hoteles y restaurantes (034)",410,231,49,107,14,9,,
"Trans., almac. y comunicaciones (035)",1324,271,258,777,11,7,,
"Intermediación financiera (036)",15,14,1,,,,,
"Activid.inmobil., empres. y alquileres (037)",432,257,80,80,11,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",395,323,72,,,,,
"Enseñanza (039)",325,297,3,22,2,1,,
"Servicios sociales y de salud (040)",148,53,2,90,3,,,
"Otras activ. serv.comun.soc y personales (041)",354,133,117,93,5,6,,
"Hogares privados con servicio doméstico (042)",29,,,,,,29,
"Actividad economica no especificada (044)",341,76,125,104,6,30,,
"Desocupado (045)",588,,,,,,,588
"Mujeres (046)",12878,1774,3328,4398,255,2562,254,307
"Agric., ganadería, caza y silvicultura (047)",6672,16,2732,1653,155,2116,,
"Pesca (048)",3,,1,1,1,,,
"Explotación de minas y canteras (049)",31,11,12,7,1,,,
"Industrias manufactureras (050)",588,32,265,271,8,12,,
"Suministro de electricidad, gas y agua (051)",2,2,,,,,,
"Construcción (052)",99,3,90,4,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2289,308,8,1622,54,297,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",29,5,4,14,3,3,,
"Comercio al por mayor (055)",94,27,2,43,6,16,,
"Comercio al por menor (056)",2166,276,2,1565,45,278,,
"Hoteles y restaurantes (057)",937,328,44,507,21,37,,
"Trans., almac. y comunicaciones (058)",112,63,5,40,2,2,,
"Intermediación financiera (059)",9,9,,,,,,
"Activid.inmobil., empres. y alquileres (060)",182,143,15,19,2,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",133,97,36,,,,,
"Enseñanza (062)",434,408,,20,3,3,,
"Servicios sociales y de salud (063)",194,167,6,19,2,,,
"Otras activ. serv.comun.soc y personales (064)",237,97,36,95,1,8,,
"Hogares privados con servicio doméstico (065)",254,,,,,,254,
"Actividad economica no especificada (067)",395,90,78,140,5,82,,
,,,,,,,,
"URBANA (068)",21648,3359,6493,8393,476,2004,223,700
"Agric., ganadería, caza y silvicultura (069)",8768,65,3754,3189,249,1511,,
"Pesca (070)",18,1,10,5,1,1,,
"Explotación de minas y canteras (071)",277,9,177,85,6,,,
"Industrias manufactureras (072)",1371,88,624,601,41,17,,
"Suministro de electricidad, gas y agua (073)",39,16,22,1,,,,
"Construcción (074)",1408,36,1058,289,11,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",3418,481,107,2398,93,339,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",309,27,77,181,16,8,,
"Comercio al por mayor (077)",186,65,10,82,11,18,,
"Comercio al por menor (078)",2923,389,20,2135,66,313,,
"Hoteles y restaurantes (079)",1225,507,65,575,34,44,,
"Trans., almac. y comunicaciones (080)",1259,306,219,713,13,8,,
"Intermediación financiera (081)",23,22,1,,,,,
"Activid.inmobil., empres. y alquileres (082)",506,343,68,81,9,5,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",461,367,94,,,,,
"Enseñanza (084)",621,578,3,34,5,1,,
"Servicios sociales y de salud (085)",263,182,7,70,4,,,
"Otras activ. serv.comun.soc y personales (086)",513,207,120,169,5,12,,
"Hogares privados con servicio doméstico (087)",223,,,,,,223,
"Actividad economica no especificada (089)",555,151,164,183,5,52,,
"Desocupado (090)",700,,,,,,,700
"Hombres (091)",12795,1834,4355,5068,332,742,16,448
"Agric., ganadería, caza y silvicultura (092)",5324,55,2135,2314,198,622,,
"Pesca (093)",15,1,9,4,,1,,
"Explotación de minas y canteras (094)",261,8,170,78,5,,,
"Industrias manufactureras (095)",862,63,381,376,33,9,,
"Suministro de electricidad, gas y agua (096)",37,14,22,1,,,,
"Construcción (097)",1329,35,986,285,11,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1332,213,100,920,41,58,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",282,22,73,168,13,6,,
"Comercio al por mayor (100)",99,41,8,42,5,3,,
"Comercio al por menor (101)",951,150,19,710,23,49,,
"Hoteles y restaurantes (102)",355,201,30,101,14,9,,
"Trans., almac. y comunicaciones (103)",1161,247,214,682,11,7,,
"Intermediación financiera (104)",14,13,1,,,,,
"Activid.inmobil., empres. y alquileres (105)",347,214,55,66,8,4,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",343,284,59,,,,,
"Enseñanza (107)",273,249,3,19,2,,,
"Servicios sociales y de salud (108)",104,44,1,57,2,,,
"Otras activ. serv.comun.soc y personales (109)",301,121,87,84,4,5,,
"Hogares privados con servicio doméstico (110)",16,,,,,,16,
"Actividad economica no especificada (112)",273,72,102,81,3,15,,
"Desocupado (113)",448,,,,,,,448
"Mujeres (114)",8853,1525,2138,3325,144,1262,207,252
