"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CHEPEN (000)",28406,4943,10212,9150,671,1058,606,1766
"Agric., ganadería, caza y silvicultura (001)",11308,52,8337,1919,462,538,,
"Pesca (002)",38,3,31,4,,,,
"Explotación de minas y canteras (003)",23,6,15,,2,,,
"Industrias manufactureras (004)",1133,119,314,642,26,32,,
"Suministro de electricidad, gas y agua (005)",52,27,24,1,,,,
"Construcción (006)",1218,24,827,339,24,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4983,956,118,3459,74,376,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",420,72,81,249,10,8,,
"Comercio al por mayor (009)",256,89,11,129,6,21,,
"Comercio al por menor (010)",4307,795,26,3081,58,347,,
"Hoteles y restaurantes (011)",988,244,57,622,30,35,,
"Trans., almac. y comunicaciones (012)",2243,481,251,1479,21,11,,
"Intermediación financiera (013)",120,117,1,2,,,,
"Activid.inmobil., empres. y alquileres (014)",646,438,31,163,9,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",479,399,80,,,,,
"Enseñanza (016)",1495,1394,,98,,3,,
"Servicios sociales y de salud (017)",366,301,,62,2,1,,
"Otras activ. serv.comun.soc y personales (018)",524,255,33,215,15,6,,
"Hogares privados con servicio doméstico (019)",606,,,,,,606,
"Actividad economica no especificada (021)",418,127,93,145,6,47,,
"Desocupado (022)",1766,,,,,,,1766
"Hombres (023)",20310,2674,8552,6577,604,569,16,1318
"Agric., ganadería, caza y silvicultura (024)",9551,49,6873,1791,449,389,,
"Pesca (025)",36,1,31,4,,,,
"Explotación de minas y canteras (026)",22,5,15,,2,,,
"Industrias manufactureras (027)",897,95,282,482,20,18,,
"Suministro de electricidad, gas y agua (028)",45,22,22,1,,,,
"Construcción (029)",1184,24,796,336,24,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2753,531,117,1940,50,115,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",386,51,81,240,10,4,,
"Comercio al por mayor (032)",167,61,11,84,6,5,,
"Comercio al por menor (033)",2200,419,25,1616,34,106,,
"Hoteles y restaurantes (034)",324,95,23,174,16,16,,
"Trans., almac. y comunicaciones (035)",2133,397,246,1462,19,9,,
"Intermediación financiera (036)",71,71,,,,,,
"Activid.inmobil., empres. y alquileres (037)",474,303,25,135,7,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",318,263,55,,,,,
"Enseñanza (039)",562,526,,35,,1,,
"Servicios sociales y de salud (040)",148,99,,48,1,,,
"Otras activ. serv.comun.soc y personales (041)",319,159,26,115,13,6,,
"Hogares privados con servicio doméstico (042)",16,,,,,,16,
"Actividad economica no especificada (044)",139,34,41,54,3,7,,
"Desocupado (045)",1318,,,,,,,1318
"Mujeres (046)",8096,2269,1660,2573,67,489,590,448
"Agric., ganadería, caza y silvicultura (047)",1757,3,1464,128,13,149,,
"Pesca (048)",2,2,,,,,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",236,24,32,160,6,14,,
"Suministro de electricidad, gas y agua (051)",7,5,2,,,,,
"Construcción (052)",34,,31,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2230,425,1,1519,24,261,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",34,21,,9,,4,,
"Comercio al por mayor (055)",89,28,,45,,16,,
"Comercio al por menor (056)",2107,376,1,1465,24,241,,
"Hoteles y restaurantes (057)",664,149,34,448,14,19,,
"Trans., almac. y comunicaciones (058)",110,84,5,17,2,2,,
"Intermediación financiera (059)",49,46,1,2,,,,
"Activid.inmobil., empres. y alquileres (060)",172,135,6,28,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",161,136,25,,,,,
"Enseñanza (062)",933,868,,63,,2,,
"Servicios sociales y de salud (063)",218,202,,14,1,1,,
"Otras activ. serv.comun.soc y personales (064)",205,96,7,100,2,,,
"Hogares privados con servicio doméstico (065)",590,,,,,,590,
"Actividad economica no especificada (067)",279,93,52,91,3,40,,
"Desocupado (068)",448,,,,,,,448
,,,,,,,,
"URBANA (069)",23706,4763,7537,8053,592,765,571,1425
"Agric., ganadería, caza y silvicultura (070)",7690,41,5871,1129,388,261,,
"Pesca (071)",34,3,27,4,,,,
"Explotación de minas y canteras (072)",22,6,14,,2,,,
"Industrias manufactureras (073)",1072,112,286,619,25,30,,
"Suministro de electricidad, gas y agua (074)",51,26,24,1,,,,
"Construcción (075)",1097,23,729,319,23,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",4828,929,106,3354,72,367,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",400,70,70,242,10,8,,
"Comercio al por mayor (078)",249,86,11,125,6,21,,
"Comercio al por menor (079)",4179,773,25,2987,56,338,,
"Hoteles y restaurantes (080)",962,239,51,608,30,34,,
"Trans., almac. y comunicaciones (081)",2075,456,212,1375,21,11,,
"Intermediación financiera (082)",119,116,1,2,,,,
"Activid.inmobil., empres. y alquileres (083)",610,411,26,159,9,5,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",466,387,79,,,,,
"Enseñanza (085)",1444,1356,,86,,2,,
"Servicios sociales y de salud (086)",353,290,,60,2,1,,
"Otras activ. serv.comun.soc y personales (087)",504,247,29,207,15,6,,
"Hogares privados con servicio doméstico (088)",571,,,,,,571,
"Actividad economica no especificada (090)",383,121,82,130,5,45,,
"Desocupado (091)",1425,,,,,,,1425
"Hombres (092)",16360,2554,6265,5620,526,357,16,1022
"Agric., ganadería, caza y silvicultura (093)",6422,38,4771,1053,376,184,,
"Pesca (094)",32,1,27,4,,,,
"Explotación de minas y canteras (095)",21,5,14,,2,,,
"Industrias manufactureras (096)",844,88,255,466,19,16,,
"Suministro de electricidad, gas y agua (097)",44,21,22,1,,,,
"Construcción (098)",1074,23,708,317,23,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",2665,516,105,1883,48,113,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",367,50,70,233,10,4,,
"Comercio al por mayor (101)",162,59,11,81,6,5,,
"Comercio al por menor (102)",2136,407,24,1569,32,104,,
"Hoteles y restaurantes (103)",315,92,20,171,16,16,,
"Trans., almac. y comunicaciones (104)",1968,372,210,1358,19,9,,
"Intermediación financiera (105)",71,71,,,,,,
"Activid.inmobil., empres. y alquileres (106)",443,279,20,133,7,4,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",310,256,54,,,,,
"Enseñanza (108)",542,511,,31,,,,
"Servicios sociales y de salud (109)",143,96,,46,1,,,
"Otras activ. serv.comun.soc y personales (110)",304,154,22,109,13,6,,
"Hogares privados con servicio doméstico (111)",16,,,,,,16,
"Actividad economica no especificada (113)",124,31,37,48,2,6,,
"Desocupado (114)",1022,,,,,,,1022
"Mujeres (115)",7346,2209,1272,2433,66,408,555,403
