"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUANCAYO (000)",178830,422,25997,11001,7346,32588,13941,17465,18105,39018,1278,3169,8500
"Agric., ganadería, caza y silvicultura (001)",24741,1,156,94,10,,13868,11,29,10572,,,
"Pesca (002)",101,1,5,3,1,,73,,1,17,,,
"Explotación de minas y canteras (003)",2247,10,345,207,90,14,,1034,140,407,,,
"Industrias manufactureras (004)",14935,10,366,751,181,53,,11669,1471,434,,,
"Suministro de electricidad, gas y agua (005)",515,1,152,84,80,,,109,28,61,,,
"Construcción (006)",9818,12,707,449,65,,,778,5991,1816,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",41914,37,775,1990,387,25118,,3551,406,9650,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",4281,7,133,222,38,761,,2688,238,194,,,
"Comercio al por mayor (009)",2290,12,106,318,77,1576,,1,29,171,,,
"Comercio al por menor (010)",35343,18,536,1450,272,22781,,862,139,9285,,,
"Hoteles y restaurantes (011)",10345,8,192,504,283,5228,,8,5,4117,,,
"Trans., almac. y comunicaciones (012)",15074,18,238,708,599,63,,79,9654,3715,,,
"Intermediación financiera (013)",1395,11,231,354,764,,,1,,34,,,
"Activid.inmobil., empres. y alquileres (014)",9746,15,3405,2388,1400,850,,110,194,1384,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",5978,105,1242,488,2069,167,,21,144,464,1278,,
"Enseñanza (016)",15864,189,14645,202,644,,,7,9,168,,,
"Servicios sociales y de salud (017)",4636,1,2548,1371,362,145,,37,13,159,,,
"Otras activ. serv.comun.soc y personales (018)",6269,3,981,1388,310,948,,50,20,2569,,,
"Hogares privados con servicio doméstico (019)",3456,,,6,,2,,,,3448,,,
"Actividad economica no especificada (021)",3296,,9,14,101,,,,,3,,3169,
"Desocupado (022)",8500,,,,,,,,,,,,8500
"Hombres (023)",104077,311,13419,6994,3268,13209,10286,13070,17206,18510,1160,1415,5229
"Agric., ganadería, caza y silvicultura (024)",16178,1,118,72,4,,10231,10,28,5714,,,
"Pesca (025)",72,1,4,3,1,,55,,1,7,,,
"Explotación de minas y canteras (026)",2151,9,313,187,74,13,,1021,138,396,,,
"Industrias manufactureras (027)",9452,8,236,472,96,19,,7480,859,282,,,
"Suministro de electricidad, gas y agua (028)",432,1,131,73,36,,,107,28,56,,,
"Construcción (029)",9459,12,601,406,35,,,766,5893,1746,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",19886,27,433,1266,160,10194,,3410,397,3999,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",3861,4,111,195,16,540,,2623,231,141,,,
"Comercio al por mayor (032)",1242,9,45,176,42,803,,,28,139,,,
"Comercio al por menor (033)",14783,14,277,895,102,8851,,787,138,3719,,,
"Hoteles y restaurantes (034)",3294,4,99,256,112,1782,,8,5,1028,,,
"Trans., almac. y comunicaciones (035)",13404,15,143,422,346,33,,77,9510,2858,,,
"Intermediación financiera (036)",745,10,138,180,392,,,,,25,,,
"Activid.inmobil., empres. y alquileres (037)",6509,12,2260,1658,518,822,,106,182,951,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",3921,90,759,296,1012,145,,18,127,314,1160,,
"Enseñanza (039)",7012,117,6450,96,227,,,7,9,106,,,
"Servicios sociales y de salud (040)",1631,1,933,468,114,27,,26,13,49,,,
"Otras activ. serv.comun.soc y personales (041)",3097,3,795,1126,127,174,,34,16,822,,,
"Hogares privados con servicio doméstico (042)",157,,,2,,,,,,155,,,
"Actividad economica no especificada (044)",1448,,6,11,14,,,,,2,,1415,
"Desocupado (045)",5229,,,,,,,,,,,,5229
"Mujeres (046)",74753,111,12578,4007,4078,19379,3655,4395,899,20508,118,1754,3271
"Agric., ganadería, caza y silvicultura (047)",8563,,38,22,6,,3637,1,1,4858,,,
"Pesca (048)",29,,1,,,,18,,,10,,,
"Explotación de minas y canteras (049)",96,1,32,20,16,1,,13,2,11,,,
"Industrias manufactureras (050)",5483,2,130,279,85,34,,4189,612,152,,,
"Suministro de electricidad, gas y agua (051)",83,,21,11,44,,,2,,5,,,
"Construcción (052)",359,,106,43,30,,,12,98,70,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",22028,10,342,724,227,14924,,141,9,5651,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",420,3,22,27,22,221,,65,7,53,,,
"Comercio al por mayor (055)",1048,3,61,142,35,773,,1,1,32,,,
"Comercio al por menor (056)",20560,4,259,555,170,13930,,75,1,5566,,,
"Hoteles y restaurantes (057)",7051,4,93,248,171,3446,,,,3089,,,
"Trans., almac. y comunicaciones (058)",1670,3,95,286,253,30,,2,144,857,,,
"Intermediación financiera (059)",650,1,93,174,372,,,1,,9,,,
"Activid.inmobil., empres. y alquileres (060)",3237,3,1145,730,882,28,,4,12,433,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",2057,15,483,192,1057,22,,3,17,150,118,,
"Enseñanza (062)",8852,72,8195,106,417,,,,,62,,,
"Servicios sociales y de salud (063)",3005,,1615,903,248,118,,11,,110,,,
"Otras activ. serv.comun.soc y personales (064)",3172,,186,262,183,774,,16,4,1747,,,
"Hogares privados con servicio doméstico (065)",3299,,,4,,2,,,,3293,,,
"Actividad economica no especificada (067)",1848,,3,3,87,,,,,1,,1754,
"Desocupado (068)",3271,,,,,,,,,,,,3271
,,,,,,,,,,,,,
"URBANA (069)",160903,403,25437,10749,7236,31366,7806,16143,16555,33307,1253,2888,7760
"Agric., ganadería, caza y silvicultura (070)",14117,1,147,85,10,,7759,10,18,6087,,,
"Pesca (071)",70,1,4,3,1,,47,,1,13,,,
"Explotación de minas y canteras (072)",2070,10,341,202,88,13,,917,125,374,,,
"Industrias manufactureras (073)",13450,10,360,734,179,51,,10685,1019,412,,,
"Suministro de electricidad, gas y agua (074)",480,1,149,81,78,,,93,24,54,,,
"Construcción (075)",9227,12,697,441,65,,,754,5561,1697,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",40361,37,769,1947,383,24174,,3378,392,9281,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",4080,7,132,213,37,732,,2541,226,192,,,
"Comercio al por mayor (078)",2243,12,106,314,77,1539,,,29,166,,,
"Comercio al por menor (079)",34038,18,531,1420,269,21903,,837,137,8923,,,
"Hoteles y restaurantes (080)",9985,8,192,496,278,5024,,8,5,3974,,,
"Trans., almac. y comunicaciones (081)",14290,17,236,703,588,62,,76,9048,3560,,,
"Intermediación financiera (082)",1392,11,231,354,761,,,1,,34,,,
"Activid.inmobil., empres. y alquileres (083)",9537,15,3361,2349,1374,819,,108,187,1324,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",5842,90,1230,484,2028,163,,21,138,435,1253,,
"Enseñanza (085)",15473,186,14278,199,634,,,7,8,161,,,
"Servicios sociales y de salud (086)",4551,1,2510,1327,361,143,,37,13,159,,,
"Otras activ. serv.comun.soc y personales (087)",6014,3,923,1325,307,915,,48,16,2477,,,
"Hogares privados con servicio doméstico (088)",3269,,,5,,2,,,,3262,,,
"Actividad economica no especificada (090)",3015,,9,14,101,,,,,3,,2888,
"Desocupado (091)",7760,,,,,,,,,,,,7760
"Hombres (092)",92109,294,13111,6812,3209,12747,5344,12138,15885,15468,1135,1285,4681
"Agric., ganadería, caza y silvicultura (093)",8811,1,112,66,4,,5312,9,17,3290,,,
"Pesca (094)",46,1,3,3,1,,32,,1,5,,,
"Explotación de minas y canteras (095)",1975,9,309,182,72,13,,904,123,363,,,
"Industrias manufactureras (096)",8585,8,233,458,95,19,,6878,625,269,,,
"Suministro de electricidad, gas y agua (097)",398,1,128,70,35,,,91,24,49,,,
"Construcción (098)",8878,12,593,399,35,,,742,5464,1633,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",19153,27,430,1240,156,9828,,3245,383,3844,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",3669,4,110,186,15,518,,2478,219,139,,,
"Comercio al por mayor (101)",1214,9,45,174,42,782,,,28,134,,,
"Comercio al por menor (102)",14270,14,275,880,99,8528,,767,136,3571,,,
"Hoteles y restaurantes (103)",3204,4,99,251,112,1724,,8,5,1001,,,
"Trans., almac. y comunicaciones (104)",12651,14,141,420,338,32,,74,8914,2718,,,
"Intermediación financiera (105)",743,10,138,180,390,,,,,25,,,
"Activid.inmobil., empres. y alquileres (106)",6346,12,2232,1627,507,792,,104,175,897,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",3817,77,750,293,990,141,,18,121,292,1135,,
"Enseñanza (108)",6814,114,6271,94,221,,,7,8,99,,,
"Servicios sociales y de salud (109)",1599,1,922,448,113,27,,26,13,49,,,
"Otras activ. serv.comun.soc y personales (110)",2945,3,744,1068,126,171,,32,12,789,,,
"Hogares privados con servicio doméstico (111)",145,,,2,,,,,,143,,,
"Actividad economica no especificada (113)",1318,,6,11,14,,,,,2,,1285,
"Desocupado (114)",4681,,,,,,,,,,,,4681
"Mujeres (115)",68794,109,12326,3937,4027,18619,2462,4005,670,17839,118,1603,3079
"Agric., ganadería, caza y silvicultura (116)",5306,,35,19,6,,2447,1,1,2797,,,
"Pesca (117)",24,,1,,,,15,,,8,,,
"Explotación de minas y canteras (118)",95,1,32,20,16,,,13,2,11,,,
"Industrias manufactureras (119)",4865,2,127,276,84,32,,3807,394,143,,,
"Suministro de electricidad, gas y agua (120)",82,,21,11,43,,,2,,5,,,
"Construcción (121)",349,,104,42,30,,,12,97,64,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",21208,10,339,707,227,14346,,133,9,5437,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",411,3,22,27,22,214,,63,7,53,,,
"Comercio al por mayor (124)",1029,3,61,140,35,757,,,1,32,,,
"Comercio al por menor (125)",19768,4,256,540,170,13375,,70,1,5352,,,
"Hoteles y restaurantes (126)",6781,4,93,245,166,3300,,,,2973,,,
"Trans., almac. y comunicaciones (127)",1639,3,95,283,250,30,,2,134,842,,,
"Intermediación financiera (128)",649,1,93,174,371,,,1,,9,,,
"Activid.inmobil., empres. y alquileres (129)",3191,3,1129,722,867,27,,4,12,427,,,
