"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ALTO AMAZONAS (000)",34644,5547,5811,15082,819,5053,1060,1272
"Agric., ganadería, caza y silvicultura (001)",17281,32,3331,9350,408,4160,,
"Pesca (002)",304,2,114,56,1,131,,
"Explotación de minas y canteras (003)",21,10,9,1,,1,,
"Industrias manufactureras (004)",1122,55,429,527,60,51,,
"Suministro de electricidad, gas y agua (005)",51,15,35,1,,,,
"Construcción (006)",1164,65,856,197,35,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3914,746,100,2480,166,422,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",383,70,73,208,19,13,,
"Comercio al por mayor (009)",192,69,7,75,19,22,,
"Comercio al por menor (010)",3339,607,20,2197,128,387,,
"Hoteles y restaurantes (011)",1080,292,73,602,33,80,,
"Trans., almac. y comunicaciones (012)",1943,382,412,1068,47,34,,
"Intermediación financiera (013)",44,41,,2,1,,,
"Activid.inmobil., empres. y alquileres (014)",683,519,43,91,20,10,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",603,515,88,,,,,
"Enseñanza (016)",1928,1793,,123,1,11,,
"Servicios sociales y de salud (017)",454,410,3,30,7,4,,
"Otras activ. serv.comun.soc y personales (018)",506,252,53,184,10,7,,
"Hogares privados con servicio doméstico (019)",1060,,,,,,1060,
"Actividad economica no especificada (021)",1214,418,265,370,30,131,,
"Desocupado (022)",1272,,,,,,,1272
"Hombres (023)",24678,3262,5014,12029,641,2715,66,951
"Agric., ganadería, caza y silvicultura (024)",14030,27,2784,8565,375,2279,,
"Pesca (025)",290,1,108,54,1,126,,
"Explotación de minas y canteras (026)",19,9,9,1,,,,
"Industrias manufactureras (027)",857,38,399,343,48,29,,
"Suministro de electricidad, gas y agua (028)",44,10,33,1,,,,
"Construcción (029)",1134,57,837,194,35,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1973,413,95,1238,92,135,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",360,62,71,199,17,11,,
"Comercio al por mayor (032)",104,35,7,42,16,4,,
"Comercio al por menor (033)",1509,316,17,997,59,120,,
"Hoteles y restaurantes (034)",244,97,21,96,9,21,,
"Trans., almac. y comunicaciones (035)",1838,317,401,1043,43,34,,
"Intermediación financiera (036)",28,28,,,,,,
"Activid.inmobil., empres. y alquileres (037)",493,361,33,77,15,7,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",430,374,56,,,,,
"Enseñanza (039)",1087,1020,,59,1,7,,
"Servicios sociales y de salud (040)",219,187,2,22,6,2,,
"Otras activ. serv.comun.soc y personales (041)",294,138,37,111,6,2,,
"Hogares privados con servicio doméstico (042)",66,,,,,,66,
"Actividad economica no especificada (044)",681,185,199,225,10,62,,
"Desocupado (045)",951,,,,,,,951
"Mujeres (046)",9966,2285,797,3053,178,2338,994,321
"Agric., ganadería, caza y silvicultura (047)",3251,5,547,785,33,1881,,
"Pesca (048)",14,1,6,2,,5,,
"Explotación de minas y canteras (049)",2,1,,,,1,,
"Industrias manufactureras (050)",265,17,30,184,12,22,,
"Suministro de electricidad, gas y agua (051)",7,5,2,,,,,
"Construcción (052)",30,8,19,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1941,333,5,1242,74,287,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",23,8,2,9,2,2,,
"Comercio al por mayor (055)",88,34,,33,3,18,,
"Comercio al por menor (056)",1830,291,3,1200,69,267,,
"Hoteles y restaurantes (057)",836,195,52,506,24,59,,
"Trans., almac. y comunicaciones (058)",105,65,11,25,4,,,
"Intermediación financiera (059)",16,13,,2,1,,,
"Activid.inmobil., empres. y alquileres (060)",190,158,10,14,5,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",173,141,32,,,,,
"Enseñanza (062)",841,773,,64,,4,,
"Servicios sociales y de salud (063)",235,223,1,8,1,2,,
"Otras activ. serv.comun.soc y personales (064)",212,114,16,73,4,5,,
"Hogares privados con servicio doméstico (065)",994,,,,,,994,
"Actividad economica no especificada (067)",533,233,66,145,20,69,,
"Desocupado (068)",321,,,,,,,321
,,,,,,,,
"URBANA (069)",22764,5170,3463,9103,674,2453,977,924
"Agric., ganadería, caza y silvicultura (070)",6698,30,1138,3613,277,1640,,
"Pesca (071)",264,1,109,48,1,105,,
"Explotación de minas y canteras (072)",20,10,8,1,,1,,
"Industrias manufactureras (073)",1047,51,382,510,56,48,,
"Suministro de electricidad, gas y agua (074)",51,15,35,1,,,,
"Construcción (075)",1123,64,824,191,35,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",3804,737,96,2406,158,407,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",375,70,70,203,19,13,,
"Comercio al por mayor (078)",188,69,7,72,18,22,,
"Comercio al por menor (079)",3241,598,19,2131,121,372,,
"Hoteles y restaurantes (080)",1061,290,69,594,32,76,,
"Trans., almac. y comunicaciones (081)",1903,377,395,1050,47,34,,
"Intermediación financiera (082)",44,41,,2,1,,,
"Activid.inmobil., empres. y alquileres (083)",674,512,43,91,20,8,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",584,499,85,,,,,
"Enseñanza (085)",1644,1518,,118,,8,,
"Servicios sociales y de salud (086)",416,375,3,28,7,3,,
"Otras activ. serv.comun.soc y personales (087)",479,243,42,178,10,6,,
"Hogares privados con servicio doméstico (088)",977,,,,,,977,
"Actividad economica no especificada (090)",1051,407,234,272,30,108,,
"Desocupado (091)",924,,,,,,,924
"Hombres (092)",14710,2995,3008,6406,504,1094,52,651
"Agric., ganadería, caza y silvicultura (093)",4973,25,903,3096,248,701,,
"Pesca (094)",251,,104,46,1,100,,
"Explotación de minas y canteras (095)",18,9,8,1,,,,
"Industrias manufactureras (096)",788,34,353,328,44,29,,
"Suministro de electricidad, gas y agua (097)",44,10,33,1,,,,
"Construcción (098)",1095,56,806,189,35,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1903,405,92,1193,87,126,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",353,62,69,194,17,11,,
"Comercio al por mayor (101)",102,35,7,40,16,4,,
"Comercio al por menor (102)",1448,308,16,959,54,111,,
"Hoteles y restaurantes (103)",244,97,21,96,9,21,,
"Trans., almac. y comunicaciones (104)",1800,313,384,1026,43,34,,
"Intermediación financiera (105)",28,28,,,,,,
"Activid.inmobil., empres. y alquileres (106)",485,354,33,77,15,6,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",414,360,54,,,,,
"Enseñanza (108)",876,816,,56,,4,,
"Servicios sociales y de salud (109)",198,168,2,20,6,2,,
"Otras activ. serv.comun.soc y personales (110)",280,135,28,109,6,2,,
"Hogares privados con servicio doméstico (111)",52,,,,,,52,
"Actividad economica no especificada (113)",610,185,187,168,10,60,,
"Desocupado (114)",651,,,,,,,651
