"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RECUAY (000)",5503,1085,1161,2601,50,565,41
"Agric., ganadería, caza y silvicultura (001)",2255,5,310,1491,8,441,
"Pesca (002)",12,,7,4,,1,
"Explotación de minas y canteras (003)",261,72,179,6,4,,
"Industrias manufactureras (004)",176,5,53,101,3,14,
"Suministro de electricidad, gas y agua (005)",13,4,9,,,,
"Construcción (006)",366,12,294,56,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",683,74,22,515,7,65,
"Venta, mant.y rep. veh.autom.y motoc. (008)",72,9,16,43,,4,
"Comercio al por mayor (009)",12,2,2,6,1,1,
"Comercio al por menor (010)",599,63,4,466,6,60,
"Hoteles y restaurantes (011)",215,59,16,109,7,24,
"Trans., almac. y comunicaciones (012)",351,64,128,141,13,5,
"Intermediación financiera (013)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (014)",117,79,12,22,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (015)",299,216,83,,,,
"Enseñanza (016)",417,403,1,13,,,
"Servicios sociales y de salud (017)",49,38,2,8,1,,
"Otras activ. serv.comun.soc y personales (018)",128,40,32,53,2,1,
"Hogares privados con servicio doméstico (019)",41,,,,,,41
"Actividad economica no especificada (021)",118,12,13,82,,11,
"Hombres (022)",3934,669,1052,1883,40,289,1
"Agric., ganadería, caza y silvicultura (023)",1803,3,255,1294,6,245,
"Pesca (024)",12,,7,4,,1,
"Explotación de minas y canteras (025)",256,69,177,6,4,,
"Industrias manufactureras (026)",142,4,46,79,3,10,
"Suministro de electricidad, gas y agua (027)",13,4,9,,,,
"Construcción (028)",358,12,287,55,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",299,43,22,211,5,18,
"Venta, mant.y rep. veh.autom.y motoc. (030)",69,9,16,41,,3,
"Comercio al por mayor (031)",7,,2,3,1,1,
"Comercio al por menor (032)",223,34,4,167,4,14,
"Hoteles y restaurantes (033)",52,16,3,21,4,8,
"Trans., almac. y comunicaciones (034)",326,52,124,136,11,3,
"Activid.inmobil., empres. y alquileres (036)",80,52,9,16,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (037)",222,150,72,,,,
"Enseñanza (038)",228,224,1,3,,,
"Servicios sociales y de salud (039)",14,5,1,7,1,,
"Otras activ. serv.comun.soc y personales (040)",82,28,30,23,1,,
"Hogares privados con servicio doméstico (041)",1,,,,,,1
"Actividad economica no especificada (043)",46,7,9,28,,2,
"Mujeres (044)",1569,416,109,718,10,276,40
"Agric., ganadería, caza y silvicultura (045)",452,2,55,197,2,196,
"Explotación de minas y canteras (047)",5,3,2,,,,
"Industrias manufactureras (048)",34,1,7,22,,4,
"Construcción (050)",8,,7,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",384,31,,304,2,47,
"Venta, mant.y rep. veh.autom.y motoc. (052)",3,,,2,,1,
"Comercio al por mayor (053)",5,2,,3,,,
"Comercio al por menor (054)",376,29,,299,2,46,
"Hoteles y restaurantes (055)",163,43,13,88,3,16,
"Trans., almac. y comunicaciones (056)",25,12,4,5,2,2,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",37,27,3,6,,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",77,66,11,,,,
"Enseñanza (060)",189,179,,10,,,
"Servicios sociales y de salud (061)",35,33,1,1,,,
"Otras activ. serv.comun.soc y personales (062)",46,12,2,30,1,1,
"Hogares privados con servicio doméstico (063)",40,,,,,,40
"Actividad economica no especificada (065)",72,5,4,54,,9,
,,,,,,,
"URBANA (066)",3239,860,676,1360,38,272,33
"Agric., ganadería, caza y silvicultura (067)",870,2,135,548,6,179,
"Pesca (068)",1,,1,,,,
"Explotación de minas y canteras (069)",135,54,72,6,3,,
"Industrias manufactureras (070)",118,3,37,65,2,11,
"Suministro de electricidad, gas y agua (071)",8,4,4,,,,
"Construcción (072)",258,12,205,38,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",539,51,16,407,7,58,
"Venta, mant.y rep. veh.autom.y motoc. (074)",54,6,11,33,,4,
"Comercio al por mayor (075)",9,2,2,4,1,,
"Comercio al por menor (076)",476,43,3,370,6,54,
"Hoteles y restaurantes (077)",140,35,10,77,6,12,
"Trans., almac. y comunicaciones (078)",253,50,94,100,7,2,
"Intermediación financiera (079)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (080)",82,56,7,16,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (081)",265,199,66,,,,
"Enseñanza (082)",337,324,1,12,,,
"Servicios sociales y de salud (083)",40,29,2,8,1,,
"Otras activ. serv.comun.soc y personales (084)",83,31,17,32,2,1,
"Hogares privados con servicio doméstico (085)",33,,,,,,33
"Actividad economica no especificada (087)",76,9,9,51,,7,
"Hombres (088)",2164,525,616,876,31,115,1
"Agric., ganadería, caza y silvicultura (089)",670,2,111,466,5,86,
"Pesca (090)",1,,1,,,,
"Explotación de minas y canteras (091)",130,51,70,6,3,,
"Industrias manufactureras (092)",91,3,32,47,2,7,
"Suministro de electricidad, gas y agua (093)",8,4,4,,,,
"Construcción (094)",252,12,200,37,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",222,31,16,154,5,16,
"Venta, mant.y rep. veh.autom.y motoc. (096)",51,6,11,31,,3,
"Comercio al por mayor (097)",5,,2,2,1,,
"Comercio al por menor (098)",166,25,3,121,4,13,
"Hoteles y restaurantes (099)",36,9,3,16,4,4,
"Trans., almac. y comunicaciones (100)",232,38,92,96,6,,
"Activid.inmobil., empres. y alquileres (102)",52,35,5,10,2,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",195,137,58,,,,
"Enseñanza (104)",177,174,1,2,,,
"Servicios sociales y de salud (105)",12,3,1,7,1,,
"Otras activ. serv.comun.soc y personales (106)",55,22,15,17,1,,
"Hogares privados con servicio doméstico (107)",1,,,,,,1
"Actividad economica no especificada (109)",30,4,7,18,,1,
"Mujeres (110)",1075,335,60,484,7,157,32
"Agric., ganadería, caza y silvicultura (111)",200,,24,82,1,93,
"Explotación de minas y canteras (113)",5,3,2,,,,
"Industrias manufactureras (114)",27,,5,18,,4,
"Construcción (116)",6,,5,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",317,20,,253,2,42,
"Venta, mant.y rep. veh.autom.y motoc. (118)",3,,,2,,1,
"Comercio al por mayor (119)",4,2,,2,,,
"Comercio al por menor (120)",310,18,,249,2,41,
"Hoteles y restaurantes (121)",104,26,7,61,2,8,
"Trans., almac. y comunicaciones (122)",21,12,2,4,1,2,
"Intermediación financiera (123)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (124)",30,21,2,6,,1,
"Admin.pub. y defensa; p. segur.soc.afil (125)",70,62,8,,,,
"Enseñanza (126)",160,150,,10,,,
"Servicios sociales y de salud (127)",28,26,1,1,,,
