"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CUTERVO (000)",38736,774,13094,12836,9027,3005
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",58,,6,33,18,1
"Profes., científicos e intelectuales (002)",2854,,556,1644,645,9
"Técnicos de nivel medio y trab. asimilados (003)",507,,218,224,57,8
"Jefes y empleados de oficina (004)",296,,114,94,88,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1461,18,443,564,349,87
"Agricult. trabaj. calif.agrop. y pesqueros (006)",16388,110,4032,5474,4769,2003
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",769,11,252,268,192,46
"Obreros construc., conf., papel, fab., instr. (008)",967,6,424,347,171,19
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",14567,627,6761,3901,2521,757
"Otra (010)",55,,15,27,13,
"Ocupación no especificada (011)",814,2,273,260,204,75
"Hombres (012)",31299,584,10530,10154,7397,2634
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",48,,2,29,16,1
"Profes., científicos e intelectuales (014)",1621,,268,928,416,9
"Técnicos de nivel medio y trab. asimilados (015)",309,,140,128,33,8
"Jefes y empleados de oficina (016)",173,,53,66,54,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",707,11,197,281,170,48
"Agricult. trabaj. calif.agrop. y pesqueros (018)",15449,95,3763,5154,4524,1913
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",589,10,195,205,142,37
"Obreros construc., conf., papel, fab., instr. (020)",960,6,418,347,171,18
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",11086,461,5358,2898,1796,573
"Otra (022)",55,,15,27,13,
"Ocupación no especificada (023)",302,1,121,91,62,27
"Mujeres (024)",7437,190,2564,2682,1630,371
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",10,,4,4,2,
"Profes., científicos e intelectuales (026)",1233,,288,716,229,
"Técnicos de nivel medio y trab. asimilados (027)",198,,78,96,24,
"Jefes y empleados de oficina (028)",123,,61,28,34,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",754,7,246,283,179,39
"Agricult. trabaj. calif.agrop. y pesqueros (030)",939,15,269,320,245,90
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",180,1,57,63,50,9
"Obreros construc., conf., papel, fab., instr. (032)",7,,6,,,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",3481,166,1403,1003,725,184
