"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PURUS (000)",1075,321,140,450,9,111,8,36
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",9,9,,,,,,
"Profes., científicos e intelectuales (002)",161,153,,8,,,,
"Técnicos de nivel medio y trab. asimilados (003)",28,26,,2,,,,
"Jefes y empleados de oficina (004)",81,81,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",66,13,1,42,1,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",303,,,302,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",51,,26,22,1,2,,
"Obreros construc.,conf.,papel, fab., instr. (008)",51,,23,28,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",174,10,84,11,,61,8,
"Otra (010)",9,9,,,,,,
"Ocupación no especificada (011)",106,20,6,35,6,39,,
"Desocupado (012)",36,,,,,,,36
"Hombres (013)",842,225,119,401,4,57,5,31
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",5,5,,,,,,
"Profes., científicos e intelectuales (015)",103,96,,7,,,,
"Técnicos de nivel medio y trab. asimilados (016)",27,25,,2,,,,
"Jefes y empleados de oficina (017)",56,56,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",33,11,,20,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",289,,,288,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",48,,25,20,1,2,,
"Obreros construc.,conf.,papel, fab., instr. (021)",48,,20,28,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",111,8,68,2,,28,5,
"Otra (023)",9,9,,,,,,
"Ocupación no especificada (024)",82,15,6,34,2,25,,
"Desocupado (025)",31,,,,,,,31
"Mujeres (026)",233,96,21,49,5,54,3,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,4,,,,,,
"Profes., científicos e intelectuales (028)",58,57,,1,,,,
"Técnicos de nivel medio y trab. asimilados (029)",1,1,,,,,,
"Jefes y empleados de oficina (030)",25,25,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",33,2,1,22,1,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",14,,,14,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",3,,1,2,,,,
"Obreros construc.,conf.,papel, fab., instr. (034)",3,,3,,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",63,2,16,9,,33,3,
"Ocupación no especificada (037)",24,5,,1,4,14,,
"Desocupado (038)",5,,,,,,,5
,,,,,,,,
"URBANA (039)",490,213,93,126,1,21,6,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",6,6,,,,,,
"Profes., científicos e intelectuales (041)",85,83,,2,,,,
"Técnicos de nivel medio y trab. asimilados (042)",21,19,,2,,,,
"Jefes y empleados de oficina (043)",78,78,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",62,10,1,41,1,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",29,,,29,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",39,,21,16,,2,,
"Obreros construc.,conf.,papel, fab., instr. (047)",39,,15,24,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",88,8,53,11,,10,6,
"Otra (049)",9,9,,,,,,
"Ocupación no especificada (050)",4,,3,1,,,,
"Desocupado (051)",30,,,,,,,30
"Hombres (052)",347,143,76,91,,9,3,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",4,4,,,,,,
"Profes., científicos e intelectuales (054)",47,45,,2,,,,
"Técnicos de nivel medio y trab. asimilados (055)",20,18,,2,,,,
"Jefes y empleados de oficina (056)",53,53,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",29,8,,19,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",27,,,27,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",37,,21,14,,2,,
"Obreros construc.,conf.,papel, fab., instr. (060)",37,,13,24,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",55,6,39,2,,5,3,
"Otra (062)",9,9,,,,,,
"Ocupación no especificada (063)",4,,3,1,,,,
"Desocupado (064)",25,,,,,,,25
"Mujeres (065)",143,70,17,35,1,12,3,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",38,38,,,,,,
"Técnicos de nivel medio y trab. asimilados (068)",1,1,,,,,,
"Jefes y empleados de oficina (069)",25,25,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",33,2,1,22,1,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",2,,,2,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",2,,,2,,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",2,,2,,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",33,2,14,9,,5,3,
"Desocupado (077)",5,,,,,,,5
,,,,,,,,
"RURAL (078)",585,108,47,324,8,90,2,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,3,,,,,,
"Profes., científicos e intelectuales (080)",76,70,,6,,,,
"Técnicos de nivel medio y trab. asimilados (081)",7,7,,,,,,
"Jefes y empleados de oficina (082)",3,3,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",4,3,,1,,,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",274,,,273,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",12,,5,6,1,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",12,,8,4,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",86,2,31,,,51,2,
"Ocupación no especificada (089)",102,20,3,34,6,39,,
"Desocupado (090)",6,,,,,,,6
"Hombres (091)",495,82,43,310,4,48,2,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,1,,,,,,
"Profes., científicos e intelectuales (093)",56,51,,5,,,,
"Técnicos de nivel medio y trab. asimilados (094)",7,7,,,,,,
"Jefes y empleados de oficina (095)",3,3,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",4,3,,1,,,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",262,,,261,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",11,,4,6,1,,,
"Obreros construc.,conf.,papel, fab., instr. (099)",11,,7,4,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (100)",56,2,29,,,23,2,
"Ocupación no especificada (102)",78,15,3,33,2,25,,
"Desocupado (103)",6,,,,,,,6
"Mujeres (104)",90,26,4,14,4,42,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",2,2,,,,,,
