"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia PASCO (000)",52331,118,5403,2322,2081,5165,7473,6678,5927,11482,87,2026,3569
"Agric., ganadería, caza y silvicultura (001)",11794,,32,20,2,,7458,,2,4280,,,
"Pesca (002)",16,,1,,,,15,,,,,,
"Explotación de minas y canteras (003)",7907,5,497,540,337,8,,4039,1161,1320,,,
"Industrias manufactureras (004)",1764,1,26,72,17,4,,1479,120,45,,,
"Suministro de electricidad, gas y agua (005)",77,,6,9,9,,,19,12,22,,,
"Construcción (006)",3625,4,90,130,44,,,189,1994,1174,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",6027,1,56,257,26,3645,,796,40,1206,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",822,,11,25,1,102,,656,18,9,,,
"Comercio al por mayor (009)",235,,5,34,8,178,,,4,6,,,
"Comercio al por menor (010)",4970,1,40,198,17,3365,,140,18,1191,,,
"Hoteles y restaurantes (011)",1766,1,24,82,56,830,,1,2,770,,,
"Trans., almac. y comunicaciones (012)",3213,4,25,111,122,4,,25,2395,527,,,
"Intermediación financiera (013)",75,2,5,15,49,,,,1,3,,,
"Activid.inmobil., empres. y alquileres (014)",2331,2,522,387,402,466,,106,108,338,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1623,56,138,92,680,78,,10,68,414,87,,
"Enseñanza (016)",3624,33,3398,18,133,,,,1,41,,,
"Servicios sociales y de salud (017)",953,,455,321,67,22,,9,8,71,,,
"Otras activ. serv.comun.soc y personales (018)",1113,9,102,239,66,107,,5,14,571,,,
"Hogares privados con servicio doméstico (019)",701,,,,,1,,,,700,,,
"Organiz. y organos extraterritoriales (020)",1,,,1,,,,,,,,,
"Actividad economica no especificada (021)",2152,,26,28,71,,,,1,,,2026,
"Desocupado (022)",3569,,,,,,,,,,,,3569
"Hombres (023)",38110,88,2901,1671,1129,2292,6571,6333,5812,7508,86,1209,2510
"Agric., ganadería, caza y silvicultura (024)",9653,,26,13,,,6559,,2,3053,,,
"Pesca (025)",12,,,,,,12,,,,,,
"Explotación de minas y canteras (026)",7668,5,425,507,287,8,,3989,1155,1292,,,
"Industrias manufactureras (027)",1424,1,23,55,8,1,,1210,93,33,,,
"Suministro de electricidad, gas y agua (028)",72,,6,9,5,,,19,11,22,,,
"Construcción (029)",3493,4,76,125,35,,,186,1951,1116,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",2969,1,32,167,9,1427,,776,39,518,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",784,,9,25,1,80,,643,18,8,,,
"Comercio al por mayor (032)",126,,4,24,2,87,,,4,5,,,
"Comercio al por menor (033)",2059,1,19,118,6,1260,,133,17,505,,,
"Hoteles y restaurantes (034)",612,1,15,40,21,306,,,2,227,,,
"Trans., almac. y comunicaciones (035)",2964,4,22,56,79,3,,25,2365,410,,,
"Intermediación financiera (036)",38,2,2,10,22,,,,1,1,,,
"Activid.inmobil., empres. y alquileres (037)",1747,1,351,288,185,449,,104,105,264,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1040,42,93,60,328,64,,10,64,293,86,,
"Enseñanza (039)",1709,20,1568,10,76,,,,1,34,,,
"Servicios sociales y de salud (040)",340,,167,111,28,3,,9,8,14,,,
"Otras activ. serv.comun.soc y personales (041)",469,7,80,197,25,31,,5,14,110,,,
"Hogares privados con servicio doméstico (042)",121,,,,,,,,,121,,,
"Organiz. y organos extraterritoriales (043)",1,,,1,,,,,,,,,
"Actividad economica no especificada (044)",1268,,15,22,21,,,,1,,,1209,
"Desocupado (045)",2510,,,,,,,,,,,,2510
"Mujeres (046)",14221,30,2502,651,952,2873,902,345,115,3974,1,817,1059
"Agric., ganadería, caza y silvicultura (047)",2141,,6,7,2,,899,,,1227,,,
"Pesca (048)",4,,1,,,,3,,,,,,
"Explotación de minas y canteras (049)",239,,72,33,50,,,50,6,28,,,
"Industrias manufactureras (050)",340,,3,17,9,3,,269,27,12,,,
"Suministro de electricidad, gas y agua (051)",5,,,,4,,,,1,,,,
"Construcción (052)",132,,14,5,9,,,3,43,58,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",3058,,24,90,17,2218,,20,1,688,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",38,,2,,,22,,13,,1,,,
"Comercio al por mayor (055)",109,,1,10,6,91,,,,1,,,
"Comercio al por menor (056)",2911,,21,80,11,2105,,7,1,686,,,
"Hoteles y restaurantes (057)",1154,,9,42,35,524,,1,,543,,,
"Trans., almac. y comunicaciones (058)",249,,3,55,43,1,,,30,117,,,
"Intermediación financiera (059)",37,,3,5,27,,,,,2,,,
"Activid.inmobil., empres. y alquileres (060)",584,1,171,99,217,17,,2,3,74,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",583,14,45,32,352,14,,,4,121,1,,
"Enseñanza (062)",1915,13,1830,8,57,,,,,7,,,
"Servicios sociales y de salud (063)",613,,288,210,39,19,,,,57,,,
"Otras activ. serv.comun.soc y personales (064)",644,2,22,42,41,76,,,,461,,,
"Hogares privados con servicio doméstico (065)",580,,,,,1,,,,579,,,
"Actividad economica no especificada (067)",884,,11,6,50,,,,,,,817,
"Desocupado (068)",1059,,,,,,,,,,,,1059
,,,,,,,,,,,,,
"URBANA (069)",40135,111,5079,2111,1931,4831,2901,5732,5048,7849,85,1663,2794
"Agric., ganadería, caza y silvicultura (070)",4445,,32,18,2,,2892,,2,1499,,,
"Pesca (071)",10,,1,,,,9,,,,,,
"Explotación de minas y canteras (072)",5899,5,363,400,239,,,3242,768,882,,,
"Industrias manufactureras (073)",1670,,26,65,16,4,,1400,116,43,,,
"Suministro de electricidad, gas y agua (074)",67,,6,8,8,,,17,11,17,,,
"Construcción (075)",3350,3,88,125,41,,,177,1863,1053,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",5763,1,55,249,26,3466,,757,37,1172,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",779,,11,23,1,98,,621,16,9,,,
"Comercio al por mayor (078)",226,,5,34,8,169,,,4,6,,,
"Comercio al por menor (079)",4758,1,39,192,17,3199,,136,17,1157,,,
"Hoteles y restaurantes (080)",1601,1,22,77,53,729,,1,2,716,,,
"Trans., almac. y comunicaciones (081)",2858,4,24,111,118,3,,15,2073,510,,,
"Intermediación financiera (082)",73,2,4,15,48,,,,1,3,,,
"Activid.inmobil., empres. y alquileres (083)",2223,2,504,376,392,429,,104,98,318,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1526,53,132,90,666,76,,6,60,358,85,,
"Enseñanza (085)",3480,31,3262,18,130,,,,1,38,,,
"Servicios sociales y de salud (086)",903,,435,298,66,20,,8,6,70,,,
"Otras activ. serv.comun.soc y personales (087)",1065,9,100,234,62,104,,5,9,542,,,
"Hogares privados con servicio doméstico (088)",628,,,,,,,,,628,,,
"Organiz. y organos extraterritoriales (089)",1,,,1,,,,,,,,,
"Actividad economica no especificada (090)",1779,,25,26,64,,,,1,,,1663,
"Desocupado (091)",2794,,,,,,,,,,,,2794
"Hombres (092)",28147,83,2694,1493,1016,2120,2522,5427,4946,4793,84,1027,1942
"Agric., ganadería, caza y silvicultura (093)",3596,,26,12,,,2515,,2,1041,,,
"Pesca (094)",7,,,,,,7,,,,,,
"Explotación de minas y canteras (095)",5722,5,314,374,199,,,3204,764,862,,,
"Industrias manufactureras (096)",1359,,23,49,7,1,,1158,89,32,,,
"Suministro de electricidad, gas y agua (097)",62,,6,8,4,,,17,10,17,,,
"Construcción (098)",3231,3,74,120,34,,,174,1826,1000,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",2828,1,31,161,9,1350,,738,36,502,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",744,,9,23,1,78,,609,16,8,,,
"Comercio al por mayor (101)",123,,4,24,2,84,,,4,5,,,
"Comercio al por menor (102)",1961,1,18,114,6,1188,,129,16,489,,,
"Hoteles y restaurantes (103)",526,1,15,37,18,260,,,2,193,,,
"Trans., almac. y comunicaciones (104)",2615,4,21,56,76,2,,15,2047,394,,,
"Intermediación financiera (105)",38,2,2,10,22,,,,1,1,,,
"Activid.inmobil., empres. y alquileres (106)",1658,1,341,282,178,412,,102,95,247,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",962,39,88,59,322,62,,6,57,245,84,,
"Enseñanza (108)",1639,20,1503,10,74,,,,1,31,,,
"Servicios sociales y de salud (109)",314,,156,101,27,2,,8,6,14,,,
"Otras activ. serv.comun.soc y personales (110)",457,7,79,193,25,31,,5,9,108,,,
"Hogares privados con servicio doméstico (111)",106,,,,,,,,,106,,,
"Organiz. y organos extraterritoriales (112)",1,,,1,,,,,,,,,
"Actividad economica no especificada (113)",1084,,15,20,21,,,,1,,,1027,
"Desocupado (114)",1942,,,,,,,,,,,,1942
"Mujeres (115)",11988,28,2385,618,915,2711,379,305,102,3056,1,636,852
"Agric., ganadería, caza y silvicultura (116)",849,,6,6,2,,377,,,458,,,
"Pesca (117)",3,,1,,,,2,,,,,,
"Explotación de minas y canteras (118)",177,,49,26,40,,,38,4,20,,,
"Industrias manufactureras (119)",311,,3,16,9,3,,242,27,11,,,
"Suministro de electricidad, gas y agua (120)",5,,,,4,,,,1,,,,
"Construcción (121)",119,,14,5,7,,,3,37,53,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",2935,,24,88,17,2116,,19,1,670,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",35,,2,,,20,,12,,1,,,
"Comercio al por mayor (124)",103,,1,10,6,85,,,,1,,,
"Comercio al por menor (125)",2797,,21,78,11,2011,,7,1,668,,,
"Hoteles y restaurantes (126)",1075,,7,40,35,469,,1,,523,,,
"Trans., almac. y comunicaciones (127)",243,,3,55,42,1,,,26,116,,,
"Intermediación financiera (128)",35,,2,5,26,,,,,2,,,
"Activid.inmobil., empres. y alquileres (129)",565,1,163,94,214,17,,2,3,71,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",564,14,44,31,344,14,,,3,113,1,,
"Enseñanza (131)",1841,11,1759,8,56,,,,,7,,,
"Servicios sociales y de salud (132)",589,,279,197,39,18,,,,56,,,
