"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANTA (000)",29250,3306,4436,14919,567,4332,345,1345
"Agric., ganadería, caza y silvicultura (001)",17707,14,3130,10573,400,3590,,
"Pesca (002)",10,,6,3,,1,,
"Explotación de minas y canteras (003)",25,4,19,1,1,,,
"Industrias manufactureras (004)",588,23,117,389,20,39,,
"Suministro de electricidad, gas y agua (005)",20,6,14,,,,,
"Construcción (006)",1028,41,734,181,18,54,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2939,326,52,2092,65,404,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",204,19,37,134,7,7,,
"Comercio al por mayor (009)",108,17,5,56,8,22,,
"Comercio al por menor (010)",2627,290,10,1902,50,375,,
"Hoteles y restaurantes (011)",683,192,19,387,21,64,,
"Trans., almac. y comunicaciones (012)",867,216,63,563,8,17,,
"Intermediación financiera (013)",27,26,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",252,167,14,60,10,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",549,391,158,,,,,
"Enseñanza (016)",1472,1359,2,107,,4,,
"Servicios sociales y de salud (017)",286,245,2,35,4,,,
"Otras activ. serv.comun.soc y personales (018)",337,138,14,164,10,11,,
"Hogares privados con servicio doméstico (019)",345,,,,,,345,
"Actividad economica no especificada (021)",770,158,91,364,10,147,,
"Desocupado (022)",1345,,,,,,,1345
"Hombres (023)",20117,1791,3413,11460,424,2048,35,946
"Agric., ganadería, caza y silvicultura (024)",13634,12,2312,9195,331,1784,,
"Pesca (025)",9,,6,2,,1,,
"Explotación de minas y canteras (026)",24,3,19,1,1,,,
"Industrias manufactureras (027)",421,15,97,276,10,23,,
"Suministro de electricidad, gas y agua (028)",18,6,12,,,,,
"Construcción (029)",968,37,692,174,18,47,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1218,171,49,851,33,114,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",183,17,35,123,4,4,,
"Comercio al por mayor (032)",50,10,4,25,7,4,,
"Comercio al por menor (033)",985,144,10,703,22,106,,
"Hoteles y restaurantes (034)",169,64,6,78,6,15,,
"Trans., almac. y comunicaciones (035)",827,191,62,549,8,17,,
"Intermediación financiera (036)",16,15,1,,,,,
"Activid.inmobil., empres. y alquileres (037)",182,115,11,50,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",389,302,87,,,,,
"Enseñanza (039)",657,608,2,46,,1,,
"Servicios sociales y de salud (040)",120,94,,24,2,,,
"Otras activ. serv.comun.soc y personales (041)",158,71,6,71,5,5,,
"Hogares privados con servicio doméstico (042)",35,,,,,,35,
"Actividad economica no especificada (044)",326,87,51,143,4,41,,
"Desocupado (045)",946,,,,,,,946
"Mujeres (046)",9133,1515,1023,3459,143,2284,310,399
"Agric., ganadería, caza y silvicultura (047)",4073,2,818,1378,69,1806,,
"Pesca (048)",1,,,1,,,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",167,8,20,113,10,16,,
"Suministro de electricidad, gas y agua (051)",2,,2,,,,,
"Construcción (052)",60,4,42,7,,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1721,155,3,1241,32,290,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",21,2,2,11,3,3,,
"Comercio al por mayor (055)",58,7,1,31,1,18,,
"Comercio al por menor (056)",1642,146,,1199,28,269,,
"Hoteles y restaurantes (057)",514,128,13,309,15,49,,
"Trans., almac. y comunicaciones (058)",40,25,1,14,,,,
"Intermediación financiera (059)",11,11,,,,,,
"Activid.inmobil., empres. y alquileres (060)",70,52,3,10,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",160,89,71,,,,,
"Enseñanza (062)",815,751,,61,,3,,
"Servicios sociales y de salud (063)",166,151,2,11,2,,,
"Otras activ. serv.comun.soc y personales (064)",179,67,8,93,5,6,,
"Hogares privados con servicio doméstico (065)",310,,,,,,310,
"Actividad economica no especificada (067)",444,71,40,221,6,106,,
"Desocupado (068)",399,,,,,,,399
,,,,,,,,
"URBANA (069)",14433,2921,2069,6540,245,1577,271,810
"Agric., ganadería, caza y silvicultura (070)",5257,12,1255,2886,100,1004,,
"Pesca (071)",6,,5,,,1,,
"Explotación de minas y canteras (072)",13,1,10,1,1,,,
"Industrias manufactureras (073)",497,21,88,333,19,36,,
"Suministro de electricidad, gas y agua (074)",19,6,13,,,,,
"Construcción (075)",629,36,424,134,11,24,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2606,296,44,1840,59,367,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",192,16,31,131,7,7,,
"Comercio al por mayor (078)",97,14,4,49,8,22,,
"Comercio al por menor (079)",2317,266,9,1660,44,338,,
"Hoteles y restaurantes (080)",628,174,14,364,20,56,,
"Trans., almac. y comunicaciones (081)",749,195,43,488,6,17,,
"Intermediación financiera (082)",27,26,1,,,,,
"Activid.inmobil., empres. y alquileres (083)",233,154,11,57,10,1,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",448,347,101,,,,,
"Enseñanza (085)",1258,1183,,73,,2,,
"Servicios sociales y de salud (086)",240,205,2,29,4,,,
"Otras activ. serv.comun.soc y personales (087)",312,125,12,154,10,11,,
"Hogares privados con servicio doméstico (088)",271,,,,,,271,
"Actividad economica no especificada (090)",430,140,46,181,5,58,,
"Desocupado (091)",810,,,,,,,810
"Hombres (092)",8776,1576,1532,4239,158,720,25,526
"Agric., ganadería, caza y silvicultura (093)",3806,10,853,2345,78,520,,
"Pesca (094)",6,,5,,,1,,
"Explotación de minas y canteras (095)",13,1,10,1,1,,,
"Industrias manufactureras (096)",353,14,72,236,9,22,,
"Suministro de electricidad, gas y agua (097)",17,6,11,,,,,
"Construcción (098)",594,32,400,130,11,21,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1084,158,41,748,32,105,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",171,14,29,120,4,4,,
"Comercio al por mayor (101)",46,10,3,22,7,4,,
"Comercio al por menor (102)",867,134,9,606,21,97,,
"Hoteles y restaurantes (103)",156,57,5,74,6,14,,
"Trans., almac. y comunicaciones (104)",713,172,42,476,6,17,,
"Intermediación financiera (105)",16,15,1,,,,,
"Activid.inmobil., empres. y alquileres (106)",165,103,9,47,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",318,269,49,,,,,
"Enseñanza (108)",560,527,,32,,1,,
"Servicios sociales y de salud (109)",94,72,,20,2,,,
"Otras activ. serv.comun.soc y personales (110)",143,65,5,63,5,5,,
"Hogares privados con servicio doméstico (111)",25,,,,,,25,
"Actividad economica no especificada (113)",187,75,29,67,2,14,,
"Desocupado (114)",526,,,,,,,526
"Mujeres (115)",5657,1345,537,2301,87,857,246,284
