"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YAROWILCA (000)",9610,654,786,5045,70,2949,106
"Agric., ganadería, caza y silvicultura (001)",7810,,625,4333,55,2797,
"Explotación de minas y canteras (003)",16,2,14,,,,
"Industrias manufactureras (004)",93,3,24,56,2,8,
"Construcción (006)",137,3,82,44,3,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",316,20,2,247,4,43,
"Venta, mant.y rep. veh.autom.y motoc. (008)",11,3,,7,1,,
"Comercio al por mayor (009)",18,2,,13,,3,
"Comercio al por menor (010)",287,15,2,227,3,40,
"Hoteles y restaurantes (011)",145,8,6,108,1,22,
"Trans., almac. y comunicaciones (012)",92,4,12,71,2,3,
"Intermediación financiera (013)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",18,16,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",95,92,3,,,,
"Enseñanza (016)",421,412,,9,,,
"Servicios sociales y de salud (017)",64,60,2,2,,,
"Otras activ. serv.comun.soc y personales (018)",33,10,1,18,1,3,
"Hogares privados con servicio doméstico (019)",106,,,,,,106
"Actividad economica no especificada (021)",263,23,15,155,2,68,
"Hombres (022)",6362,442,637,3958,62,1242,21
"Agric., ganadería, caza y silvicultura (023)",5350,,498,3607,50,1195,
"Explotación de minas y canteras (025)",16,2,14,,,,
"Industrias manufactureras (026)",77,2,21,47,1,6,
"Construcción (028)",136,2,82,44,3,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",150,14,2,123,3,8,
"Venta, mant.y rep. veh.autom.y motoc. (030)",11,3,,7,1,,
"Comercio al por mayor (031)",6,1,,3,,2,
"Comercio al por menor (032)",133,10,2,113,2,6,
"Hoteles y restaurantes (033)",16,4,2,10,,,
"Trans., almac. y comunicaciones (034)",85,3,6,71,2,3,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",15,13,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",83,80,3,,,,
"Enseñanza (038)",282,275,,7,,,
"Servicios sociales y de salud (039)",30,27,1,2,,,
"Otras activ. serv.comun.soc y personales (040)",24,8,1,13,1,1,
"Hogares privados con servicio doméstico (041)",21,,,,,,21
"Actividad economica no especificada (043)",76,11,7,32,2,24,
"Mujeres (044)",3248,212,149,1087,8,1707,85
"Agric., ganadería, caza y silvicultura (045)",2460,,127,726,5,1602,
"Industrias manufactureras (048)",16,1,3,9,1,2,
"Construcción (050)",1,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",166,6,,124,1,35,
"Comercio al por mayor (053)",12,1,,10,,1,
"Comercio al por menor (054)",154,5,,114,1,34,
"Hoteles y restaurantes (055)",129,4,4,98,1,22,
"Trans., almac. y comunicaciones (056)",7,1,6,,,,
"Activid.inmobil., empres. y alquileres (058)",3,3,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",12,12,,,,,
"Enseñanza (060)",139,137,,2,,,
"Servicios sociales y de salud (061)",34,33,1,,,,
"Otras activ. serv.comun.soc y personales (062)",9,2,,5,,2,
"Hogares privados con servicio doméstico (063)",85,,,,,,85
"Actividad economica no especificada (065)",187,12,8,123,,44,
,,,,,,,
"URBANA (066)",2373,451,211,1141,27,521,22
"Agric., ganadería, caza y silvicultura (067)",1402,,140,805,16,441,
"Explotación de minas y canteras (069)",8,1,7,,,,
"Industrias manufactureras (070)",39,3,16,14,2,4,
"Construcción (072)",56,2,35,17,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",193,16,2,141,3,31,
"Venta, mant.y rep. veh.autom.y motoc. (074)",6,2,,3,1,,
"Comercio al por mayor (075)",12,1,,8,,3,
"Comercio al por menor (076)",175,13,2,130,2,28,
"Hoteles y restaurantes (077)",91,6,2,69,,14,
"Trans., almac. y comunicaciones (078)",45,4,3,35,2,1,
"Activid.inmobil., empres. y alquileres (080)",12,10,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",79,77,2,,,,
"Enseñanza (082)",269,265,,4,,,
"Servicios sociales y de salud (083)",47,45,2,,,,
"Otras activ. serv.comun.soc y personales (084)",20,7,1,9,1,2,
"Hogares privados con servicio doméstico (085)",22,,,,,,22
"Actividad economica no especificada (087)",90,15,1,45,1,28,
"Hombres (088)",1571,297,174,849,21,227,3
"Agric., ganadería, caza y silvicultura (089)",1016,,108,696,12,200,
"Explotación de minas y canteras (091)",8,1,7,,,,
"Industrias manufactureras (092)",33,2,13,13,1,4,
"Construcción (094)",55,1,35,17,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",81,12,2,59,2,6,
"Venta, mant.y rep. veh.autom.y motoc. (096)",6,2,,3,1,,
"Comercio al por mayor (097)",5,1,,2,,2,
"Comercio al por menor (098)",70,9,2,54,1,4,
"Hoteles y restaurantes (099)",9,2,2,5,,,
"Trans., almac. y comunicaciones (100)",44,3,3,35,2,1,
"Activid.inmobil., empres. y alquileres (102)",10,8,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",70,68,2,,,,
"Enseñanza (104)",171,169,,2,,,
"Servicios sociales y de salud (105)",19,18,1,,,,
"Otras activ. serv.comun.soc y personales (106)",12,6,1,4,1,,
"Hogares privados con servicio doméstico (107)",3,,,,,,3
"Actividad economica no especificada (109)",40,7,,16,1,16,
"Mujeres (110)",802,154,37,292,6,294,19
"Agric., ganadería, caza y silvicultura (111)",386,,32,109,4,241,
"Industrias manufactureras (114)",6,1,3,1,1,,
"Construcción (116)",1,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",112,4,,82,1,25,
"Comercio al por mayor (119)",7,,,6,,1,
"Comercio al por menor (120)",105,4,,76,1,24,
"Hoteles y restaurantes (121)",82,4,,64,,14,
"Trans., almac. y comunicaciones (122)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (124)",2,2,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",9,9,,,,,
"Enseñanza (126)",98,96,,2,,,
"Servicios sociales y de salud (127)",28,27,1,,,,
"Otras activ. serv.comun.soc y personales (128)",8,1,,5,,2,
"Hogares privados con servicio doméstico (129)",19,,,,,,19
"Actividad economica no especificada (131)",50,8,1,29,,12,
,,,,,,,
"RURAL (132)",7237,203,575,3904,43,2428,84
"Agric., ganadería, caza y silvicultura (133)",6408,,485,3528,39,2356,
"Explotación de minas y canteras (135)",8,1,7,,,,
"Industrias manufactureras (136)",54,,8,42,,4,
"Construcción (138)",81,1,47,27,1,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",123,4,,106,1,12,
"Venta, mant.y rep. veh.autom.y motoc. (140)",5,1,,4,,,
"Comercio al por mayor (141)",6,1,,5,,,
"Comercio al por menor (142)",112,2,,97,1,12,
"Hoteles y restaurantes (143)",54,2,4,39,1,8,
"Trans., almac. y comunicaciones (144)",47,,9,36,,2,
