"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN MARTIN (000)",65745,18385,9445,28441,1728,4875,2871
"Agric., ganadería, caza y silvicultura (001)",17551,222,3424,10121,670,3114,
"Pesca (002)",111,7,45,48,3,8,
"Explotación de minas y canteras (003)",64,17,41,5,,1,
"Industrias manufactureras (004)",3754,249,977,2291,141,96,
"Suministro de electricidad, gas y agua (005)",222,107,106,8,1,,
"Construcción (006)",4416,360,2808,1084,118,46,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",12067,2998,519,7049,372,1129,
"Venta, mant.y rep. veh.autom y motoc. (008)",1788,316,353,942,116,61,
"Comercio al por mayor (009)",632,263,29,244,31,65,
"Comercio al por menor (010)",9647,2419,137,5863,225,1003,
"Hoteles y restaurantes (011)",3478,1265,165,1779,118,151,
"Trans., almac. y comunicaciones (012)",5839,1490,583,3594,86,86,
"Intermediación financiera (013)",503,489,2,8,1,3,
"Activid.inmobil., empres. y alquileres (014)",3025,2224,100,583,92,26,
"Admin.pub. y defensa; p. segur soc.afil (015)",2197,1968,229,,,,
"Enseñanza (016)",3965,3554,1,389,10,11,
"Servicios sociales y de salud (017)",1414,1233,13,152,13,3,
"Otras activ. serv.comun.soc y personales (018)",1705,894,117,658,22,14,
"Hogares privados con servicio doméstico (019)",2871,,,,,,2871
"Organiz. y organos extraterritoriales (020)",5,5,,,,,
"Actividad economica no especificada (021)",2558,1303,315,672,81,187,
"Hombres (022)",43257,10381,8196,20756,1368,2442,114
"Agric., ganadería, caza y silvicultura (023)",14457,189,2786,9054,612,1816,
"Pesca (024)",98,7,41,42,1,7,
"Explotación de minas y canteras (025)",62,15,41,5,,1,
"Industrias manufactureras (026)",2664,163,805,1516,120,60,
"Suministro de electricidad, gas y agua (027)",197,82,106,8,1,,
"Construcción (028)",4260,314,2733,1053,115,45,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",6561,1622,506,3852,268,313,
"Venta, mant.y rep. veh.autom y motoc. (030)",1625,215,348,908,111,43,
"Comercio al por mayor (031)",396,175,27,149,25,20,
"Comercio al por menor (032)",4540,1232,131,2795,132,250,
"Hoteles y restaurantes (033)",859,418,69,288,40,44,
"Trans., almac. y comunicaciones (034)",5443,1196,565,3529,79,74,
"Intermediación financiera (035)",323,314,2,5,1,1,
"Activid.inmobil., empres. y alquileres (036)",2058,1435,76,465,71,11,
"Admin.pub. y defensa; p. segur soc.afil (037)",1582,1416,166,,,,
"Enseñanza (038)",1872,1658,1,202,4,7,
"Servicios sociales y de salud (039)",586,474,11,94,6,1,
"Otras activ. serv.comun.soc y personales (040)",948,537,62,328,13,8,
"Hogares privados con servicio doméstico (041)",114,,,,,,114
"Organiz. y organos extraterritoriales (042)",4,4,,,,,
"Actividad economica no especificada (043)",1169,537,226,315,37,54,
"Mujeres (044)",22488,8004,1249,7685,360,2433,2757
"Agric., ganadería, caza y silvicultura (045)",3094,33,638,1067,58,1298,
"Pesca (046)",13,,4,6,2,1,
"Explotación de minas y canteras (047)",2,2,,,,,
"Industrias manufactureras (048)",1090,86,172,775,21,36,
"Suministro de electricidad, gas y agua (049)",25,25,,,,,
"Construcción (050)",156,46,75,31,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5506,1376,13,3197,104,816,
"Venta, mant.y rep. veh.autom y motoc. (052)",163,101,5,34,5,18,
"Comercio al por mayor (053)",236,88,2,95,6,45,
"Comercio al por menor (054)",5107,1187,6,3068,93,753,
"Hoteles y restaurantes (055)",2619,847,96,1491,78,107,
"Trans., almac. y comunicaciones (056)",396,294,18,65,7,12,
"Intermediación financiera (057)",180,175,,3,,2,
"Activid.inmobil., empres. y alquileres (058)",967,789,24,118,21,15,
"Admin.pub. y defensa; p. segur soc.afil (059)",615,552,63,,,,
"Enseñanza (060)",2093,1896,,187,6,4,
"Servicios sociales y de salud (061)",828,759,2,58,7,2,
"Otras activ. serv.comun.soc y personales (062)",757,357,55,330,9,6,
"Hogares privados con servicio doméstico (063)",2757,,,,,,2757
"Organiz. y organos extraterritoriales (064)",1,1,,,,,
"Actividad economica no especificada (065)",1389,766,89,357,44,133,
,,,,,,,
"URBANA (066)",59998,18091,8649,25265,1514,3704,2775
"Agric., ganadería, caza y silvicultura (067)",12682,201,2778,7232,466,2005,
"Pesca (068)",75,6,32,28,3,6,
"Explotación de minas y canteras (069)",64,17,41,5,,1,
"Industrias manufactureras (070)",3716,247,963,2272,141,93,
"Suministro de electricidad, gas y agua (071)",222,107,106,8,1,,
"Construcción (072)",4314,357,2724,1072,116,45,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",11924,2981,515,6945,369,1114,
"Venta, mant.y rep. veh.autom y motoc. (074)",1778,313,350,939,116,60,
"Comercio al por mayor (075)",632,263,29,244,31,65,
"Comercio al por menor (076)",9514,2405,136,5762,222,989,
"Hoteles y restaurantes (077)",3430,1252,160,1752,118,148,
"Trans., almac. y comunicaciones (078)",5750,1474,575,3530,86,85,
"Intermediación financiera (079)",503,489,2,8,1,3,
"Activid.inmobil., empres. y alquileres (080)",2997,2198,98,583,92,26,
"Admin.pub. y defensa; p. segur soc.afil (081)",2132,1910,222,,,,
"Enseñanza (082)",3876,3469,1,386,9,11,
"Servicios sociales y de salud (083)",1399,1220,13,151,12,3,
"Otras activ. serv.comun.soc y personales (084)",1664,868,113,648,22,13,
"Hogares privados con servicio doméstico (085)",2775,,,,,,2775
"Organiz. y organos extraterritoriales (086)",5,5,,,,,
"Actividad economica no especificada (087)",2470,1290,306,645,78,151,
"Hombres (088)",38725,10165,7547,17964,1177,1764,108
"Agric., ganadería, caza y silvicultura (089)",10486,168,2275,6456,428,1159,
"Pesca (090)",65,6,28,25,1,5,
"Explotación de minas y canteras (091)",62,15,41,5,,1,
"Industrias manufactureras (092)",2639,161,794,1505,120,59,
"Suministro de electricidad, gas y agua (093)",197,82,106,8,1,,
"Construcción (094)",4158,311,2649,1041,113,44,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6482,1611,502,3792,267,310,
"Venta, mant.y rep. veh.autom y motoc. (096)",1616,213,345,905,111,42,
"Comercio al por mayor (097)",396,175,27,149,25,20,
"Comercio al por menor (098)",4470,1223,130,2738,131,248,
"Hoteles y restaurantes (099)",845,415,69,278,40,43,
"Trans., almac. y comunicaciones (100)",5356,1181,558,3465,79,73,
"Intermediación financiera (101)",323,314,2,5,1,1,
"Activid.inmobil., empres. y alquileres (102)",2032,1411,74,465,71,11,
"Admin.pub. y defensa; p. segur soc.afil (103)",1520,1360,160,,,,
"Enseñanza (104)",1824,1613,1,200,3,7,
"Servicios sociales y de salud (105)",580,469,11,93,6,1,
"Otras activ. serv.comun.soc y personales (106)",913,513,60,320,13,7,
"Hogares privados con servicio doméstico (107)",108,,,,,,108
"Organiz. y organos extraterritoriales (108)",4,4,,,,,
