"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANGALLO (000)",9509,1034,968,5061,128,2270,48
"Agric., ganadería, caza y silvicultura (001)",6622,6,422,4101,82,2011,
"Pesca (002)",3,2,1,,,,
"Explotación de minas y canteras (003)",160,35,123,1,1,,
"Industrias manufactureras (004)",162,3,71,81,4,3,
"Suministro de electricidad, gas y agua (005)",11,6,4,1,,,
"Construcción (006)",274,5,223,26,7,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",537,27,2,409,17,82,
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,,2,12,,,
"Comercio al por mayor (009)",11,,,7,,4,
"Comercio al por menor (010)",512,27,,390,17,78,
"Hoteles y restaurantes (011)",141,25,4,81,7,24,
"Trans., almac. y comunicaciones (012)",79,23,12,40,1,3,
"Intermediación financiera (013)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (014)",75,53,10,10,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",201,171,30,,,,
"Enseñanza (016)",526,448,,76,1,1,
"Servicios sociales y de salud (017)",111,108,,3,,,
"Otras activ. serv.comun.soc y personales (018)",54,26,5,20,1,2,
"Hogares privados con servicio doméstico (019)",48,,,,,,48
"Actividad economica no especificada (021)",499,90,61,212,5,131,
"Hombres (022)",6127,656,835,3663,88,879,6
"Agric., ganadería, caza y silvicultura (023)",4410,6,320,3224,61,799,
"Pesca (024)",3,2,1,,,,
"Explotación de minas y canteras (025)",155,30,123,1,1,,
"Industrias manufactureras (026)",136,2,65,65,3,1,
"Suministro de electricidad, gas y agua (027)",10,5,4,1,,,
"Construcción (028)",270,5,219,26,7,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",193,12,2,147,7,25,
"Venta, mant.y rep. veh.autom.y motoc. (030)",12,,2,10,,,
"Comercio al por mayor (031)",6,,,4,,2,
"Comercio al por menor (032)",175,12,,133,7,23,
"Hoteles y restaurantes (033)",33,10,2,14,2,5,
"Trans., almac. y comunicaciones (034)",73,21,12,36,1,3,
"Intermediación financiera (035)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (036)",55,35,10,8,2,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",166,141,25,,,,
"Enseñanza (038)",326,283,,42,1,,
"Servicios sociales y de salud (039)",41,38,,3,,,
"Otras activ. serv.comun.soc y personales (040)",24,10,5,8,1,,
"Hogares privados con servicio doméstico (041)",6,,,,,,6
"Actividad economica no especificada (043)",222,52,47,88,2,33,
"Mujeres (044)",3382,378,133,1398,40,1391,42
"Agric., ganadería, caza y silvicultura (045)",2212,,102,877,21,1212,
"Explotación de minas y canteras (047)",5,5,,,,,
"Industrias manufactureras (048)",26,1,6,16,1,2,
"Suministro de electricidad, gas y agua (049)",1,1,,,,,
"Construcción (050)",4,,4,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",344,15,,262,10,57,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,2,,,
"Comercio al por mayor (053)",5,,,3,,2,
"Comercio al por menor (054)",337,15,,257,10,55,
"Hoteles y restaurantes (055)",108,15,2,67,5,19,
"Trans., almac. y comunicaciones (056)",6,2,,4,,,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",20,18,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",35,30,5,,,,
"Enseñanza (060)",200,165,,34,,1,
"Servicios sociales y de salud (061)",70,70,,,,,
"Otras activ. serv.comun.soc y personales (062)",30,16,,12,,2,
"Hogares privados con servicio doméstico (063)",42,,,,,,42
"Actividad economica no especificada (065)",277,38,14,124,3,98,
,,,,,,,
"URBANA (066)",3608,810,292,1858,41,583,24
"Agric., ganadería, caza y silvicultura (067)",1848,4,101,1265,23,455,
"Pesca (068)",1,,1,,,,
"Industrias manufactureras (070)",83,1,26,53,2,1,
"Suministro de electricidad, gas y agua (071)",9,5,3,1,,,
"Construcción (072)",145,5,114,17,4,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",352,19,2,267,7,57,
"Venta, mant.y rep. veh.autom.y motoc. (074)",12,,2,10,,,
"Comercio al por mayor (075)",7,,,3,,4,
"Comercio al por menor (076)",333,19,,254,7,53,
"Hoteles y restaurantes (077)",94,22,1,54,,17,
"Trans., almac. y comunicaciones (078)",51,15,6,27,,3,
"Intermediación financiera (079)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (080)",55,41,2,10,2,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",172,156,16,,,,
"Enseñanza (082)",401,363,,37,1,,
"Servicios sociales y de salud (083)",96,94,,2,,,
"Otras activ. serv.comun.soc y personales (084)",38,18,1,16,1,2,
"Hogares privados con servicio doméstico (085)",24,,,,,,24
"Actividad economica no especificada (087)",233,61,19,109,1,43,
"Hombres (088)",2319,494,242,1315,30,233,5
"Agric., ganadería, caza y silvicultura (089)",1331,4,63,1055,18,191,
"Pesca (090)",1,,1,,,,
"Industrias manufactureras (092)",68,,22,45,1,,
"Suministro de electricidad, gas y agua (093)",8,4,3,1,,,
"Construcción (094)",142,5,111,17,4,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",119,7,2,91,3,16,
"Venta, mant.y rep. veh.autom.y motoc. (096)",10,,2,8,,,
"Comercio al por mayor (097)",4,,,2,,2,
"Comercio al por menor (098)",105,7,,81,3,14,
"Hoteles y restaurantes (099)",25,10,1,9,,5,
"Trans., almac. y comunicaciones (100)",45,13,6,23,,3,
"Intermediación financiera (101)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (102)",37,25,2,8,2,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",143,130,13,,,,
"Enseñanza (104)",235,221,,13,1,,
"Servicios sociales y de salud (105)",35,33,,2,,,
"Otras activ. serv.comun.soc y personales (106)",12,4,1,6,1,,
"Hogares privados con servicio doméstico (107)",5,,,,,,5
"Actividad economica no especificada (109)",109,34,17,45,,13,
"Mujeres (110)",1289,316,50,543,11,350,19
"Agric., ganadería, caza y silvicultura (111)",517,,38,210,5,264,
"Industrias manufactureras (114)",15,1,4,8,1,1,
"Suministro de electricidad, gas y agua (115)",1,1,,,,,
"Construcción (116)",3,,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",233,12,,176,4,41,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,2,,,
"Comercio al por mayor (119)",3,,,1,,2,
"Comercio al por menor (120)",228,12,,173,4,39,
"Hoteles y restaurantes (121)",69,12,,45,,12,
"Trans., almac. y comunicaciones (122)",6,2,,4,,,
"Intermediación financiera (123)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",18,16,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",29,26,3,,,,
"Enseñanza (126)",166,142,,24,,,
"Servicios sociales y de salud (127)",61,61,,,,,
