"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia POMABAMBA (000)",6244,1231,1268,2599,19,646,128,353
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,29,,,,,,
"Profes., científicos e intelectuales (002)",892,832,,56,3,1,,
"Técnicos de nivel medio y trab. asimilados (003)",98,79,,19,,,,
"Jefes y empleados de oficina (004)",147,147,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",318,26,2,247,4,39,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1878,1,,1872,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",202,,55,139,5,3,,
"Obreros construc.,conf.,papel, fab., instr. (008)",199,19,120,59,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1947,46,1065,128,,580,128,
"Otra (010)",11,11,,,,,,
"Ocupaciñn no especificada (011)",170,41,26,79,2,22,,
"Desocupado (012)",353,,,,,,,353
"Hombres (013)",4887,772,1207,2227,16,382,19,264
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",20,20,,,,,,
"Profes., científicos e intelectuales (015)",544,503,,38,3,,,
"Técnicos de nivel medio y trab. asimilados (016)",71,55,,16,,,,
"Jefes y empleados de oficina (017)",93,93,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",151,18,1,122,3,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1803,1,,1797,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",180,,54,118,5,3,,
"Obreros construc.,conf.,papel, fab., instr. (021)",198,19,119,59,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",1467,29,1013,45,,361,19,
"Otra (023)",11,11,,,,,,
"Ocupaciñn no especificada (024)",85,23,20,32,,10,,
"Desocupado (025)",264,,,,,,,264
"Mujeres (026)",1357,459,61,372,3,264,109,89
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",9,9,,,,,,
"Profes., científicos e intelectuales (028)",348,329,,18,,1,,
"Técnicos de nivel medio y trab. asimilados (029)",27,24,,3,,,,
"Jefes y empleados de oficina (030)",54,54,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",167,8,1,125,1,32,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",75,,,75,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",22,,1,21,,,,
"Obreros construc.,conf.,papel, fab., instr. (034)",1,,1,,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",480,17,52,83,,219,109,
"Ocupaciñn no especificada (037)",85,18,6,47,2,12,,
"Desocupado (038)",89,,,,,,,89
,,,,,,,,
"URBANA (039)",2044,912,173,681,15,94,78,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",24,24,,,,,,
"Profes., científicos e intelectuales (041)",661,615,,42,3,1,,
"Técnicos de nivel medio y trab. asimilados (042)",77,63,,14,,,,
"Jefes y empleados de oficina (043)",102,102,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",273,20,2,210,4,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",198,,,195,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",68,,11,53,3,1,,
"Obreros construc.,conf.,papel, fab., instr. (047)",100,16,47,36,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",346,29,102,93,,44,78,
"Otra (049)",11,11,,,,,,
"Ocupaciñn no especificada (050)",93,32,11,38,2,10,,
"Desocupado (051)",91,,,,,,,91
"Hombres (052)",1295,546,165,460,12,44,9,59
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",16,16,,,,,,
"Profes., científicos e intelectuales (054)",380,349,,28,3,,,
"Técnicos de nivel medio y trab. asimilados (055)",55,43,,12,,,,
"Jefes y empleados de oficina (056)",63,63,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",133,13,1,109,3,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",182,,,179,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",64,,11,49,3,1,,
"Obreros construc.,conf.,papel, fab., instr. (060)",100,16,47,36,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",184,17,97,31,,30,9,
"Otra (062)",11,11,,,,,,
"Ocupaciñn no especificada (063)",48,18,9,16,,5,,
"Desocupado (064)",59,,,,,,,59
"Mujeres (065)",749,366,8,221,3,50,69,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",8,8,,,,,,
"Profes., científicos e intelectuales (067)",281,266,,14,,1,,
"Técnicos de nivel medio y trab. asimilados (068)",22,20,,2,,,,
"Jefes y empleados de oficina (069)",39,39,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",140,7,1,101,1,30,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",16,,,16,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",4,,,4,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",162,12,5,62,,14,69,
"Ocupaciñn no especificada (076)",45,14,2,22,2,5,,
"Desocupado (077)",32,,,,,,,32
,,,,,,,,
"RURAL (078)",4200,319,1095,1918,4,552,50,262
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",5,5,,,,,,
"Profes., científicos e intelectuales (080)",231,217,,14,,,,
"Técnicos de nivel medio y trab. asimilados (081)",21,16,,5,,,,
"Jefes y empleados de oficina (082)",45,45,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",45,6,,37,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1680,1,,1677,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",134,,44,86,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (086)",99,3,73,23,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",1601,17,963,35,,536,50,
"Ocupaciñn no especificada (089)",77,9,15,41,,12,,
"Desocupado (090)",262,,,,,,,262
"Hombres (091)",3592,226,1042,1767,4,338,10,205
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,4,,,,,,
"Profes., científicos e intelectuales (093)",164,154,,10,,,,
"Técnicos de nivel medio y trab. asimilados (094)",16,12,,4,,,,
"Jefes y empleados de oficina (095)",30,30,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",18,5,,13,,,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1621,1,,1618,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",116,,43,69,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (099)",98,3,72,23,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (100)",1283,12,916,14,,331,10,
"Ocupaciñn no especificada (102)",37,5,11,16,,5,,
