"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia OYON (000)",7550,79,2378,2804,1753,536
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",18,,2,5,10,1
"Profes., científicos e intelectuales (002)",619,,146,361,106,6
"Técnicos de nivel medio y trab. asimilados (003)",343,,102,143,88,10
"Jefes y empleados de oficina (004)",192,,88,68,32,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",724,12,245,245,180,42
"Agricult. trabaj. calif.agrop. y pesqueros (006)",1255,7,187,352,440,269
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1293,1,482,547,243,20
"Obreros construc., conf., papel, fab., instr. (008)",704,2,227,320,140,15
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",1816,57,719,504,392,144
"Otra (010)",45,,5,25,15,
"Ocupación no especificada (011)",541,,175,234,107,25
"Hombres (012)",5609,46,1767,2125,1294,377
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",15,,,5,9,1
"Profes., científicos e intelectuales (014)",354,,78,196,76,4
"Técnicos de nivel medio y trab. asimilados (015)",293,,84,123,77,9
"Jefes y empleados de oficina (016)",111,,38,45,26,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",285,4,94,86,72,29
"Agricult. trabaj. calif.agrop. y pesqueros (018)",1037,2,170,309,351,205
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1249,1,464,537,233,14
"Obreros construc., conf., papel, fab., instr. (020)",691,2,222,314,139,14
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1118,37,484,298,214,85
"Otra (022)",44,,5,24,15,
"Ocupación no especificada (023)",412,,128,188,82,14
"Mujeres (024)",1941,33,611,679,459,159
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",3,,2,,1,
"Profes., científicos e intelectuales (026)",265,,68,165,30,2
"Técnicos de nivel medio y trab. asimilados (027)",50,,18,20,11,1
"Jefes y empleados de oficina (028)",81,,50,23,6,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",439,8,151,159,108,13
"Agricult. trabaj. calif.agrop. y pesqueros (030)",218,5,17,43,89,64
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",44,,18,10,10,6
"Obreros construc., conf., papel, fab., instr. (032)",13,,5,6,1,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",698,20,235,206,178,59
"Otra (034)",1,,,1,,
