"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Mujeres (096)",2653,181,539,1021,59,735,118
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",83,78,,5,,,
"Técnicos de nivel medio y trab. asimilados (099)",17,14,,3,,,
"Jefes y empleados de oficina (100)",31,31,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",271,27,8,202,6,28,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",620,,,573,47,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",57,,28,26,1,2,
"Obreros construc.,conf.,papel, fab., instr. (104)",22,1,6,14,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1419,22,479,127,,673,118
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",131,6,18,71,4,32,
