"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YAULI (000)",18796,103,5670,7577,4896,550
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",40,,4,17,18,1
"Profes., científicos e intelectuales (002)",1409,,338,703,357,11
"Técnicos de nivel medio y trab. asimilados (003)",1223,1,383,484,343,12
"Jefes y empleados de oficina (004)",706,,254,249,198,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2513,16,829,958,603,107
"Agricult. trabaj. calif.agrop. y pesqueros (006)",670,2,105,184,276,103
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",4063,5,1123,1721,1176,38
"Obreros construc., conf., papel, fab., instr. (008)",2750,2,752,1293,660,43
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",4611,75,1658,1618,1063,197
"Otra (010)",105,,17,70,18,
"Ocupación no especificada (011)",706,2,207,280,184,33
"Hombres (012)",13825,56,4075,5658,3690,346
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",31,,3,10,17,1
"Profes., científicos e intelectuales (014)",785,,179,362,235,9
"Técnicos de nivel medio y trab. asimilados (015)",933,1,257,375,292,8
"Jefes y empleados de oficina (016)",408,,95,161,147,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1110,7,355,436,261,51
"Agricult. trabaj. calif.agrop. y pesqueros (018)",527,1,80,148,222,76
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",3885,4,1072,1662,1117,30
"Obreros construc., conf., papel, fab., instr. (020)",2700,2,739,1269,648,42
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",2921,40,1159,1002,614,106
"Otra (022)",101,,14,69,18,
"Ocupación no especificada (023)",424,1,122,164,119,18
"Mujeres (024)",4971,47,1595,1919,1206,204
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",9,,1,7,1,
"Profes., científicos e intelectuales (026)",624,,159,341,122,2
"Técnicos de nivel medio y trab. asimilados (027)",290,,126,109,51,4
"Jefes y empleados de oficina (028)",298,,159,88,51,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1403,9,474,522,342,56
"Agricult. trabaj. calif.agrop. y pesqueros (030)",143,1,25,36,54,27
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",178,1,51,59,59,8
"Obreros construc., conf., papel, fab., instr. (032)",50,,13,24,12,1
