"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TAHUAMANU (000)",5541,1262,2205,1600,100,327,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",16,14,,,2,,
"Profes., científicos e intelectuales (002)",304,291,,11,2,,
"Técnicos de nivel medio y trab. asimilados (003)",425,357,,50,18,,
"Jefes y empleados de oficina (004)",192,189,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",451,122,27,244,14,44,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",962,2,1,910,49,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",471,,382,81,8,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1042,110,745,179,6,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1561,121,1019,104,1,269,47
"Otra (010)",50,50,,,,,
"Ocupación no especificada (011)",67,6,31,21,,9,
"Hombres (012)",4335,864,1999,1217,82,170,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",13,11,,,2,,
"Profes., científicos e intelectuales (014)",196,186,,8,2,,
"Técnicos de nivel medio y trab. asimilados (015)",330,290,,29,11,,
"Jefes y empleados de oficina (016)",109,107,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",161,62,10,76,7,6,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",867,2,1,819,45,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",456,,376,72,8,,
"Obreros construc.,conf.,papel, fab., instr. (020)",996,108,705,176,6,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1143,47,900,33,1,159,3
"Otra (022)",49,49,,,,,
"Ocupación no especificada (023)",15,2,7,4,,2,
"Mujeres (024)",1206,398,206,383,18,157,44
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",108,105,,3,,,
"Técnicos de nivel medio y trab. asimilados (027)",95,67,,21,7,,
"Jefes y empleados de oficina (028)",83,82,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",290,60,17,168,7,38,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",95,,,91,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",15,,6,9,,,
"Obreros construc.,conf.,papel, fab., instr. (032)",46,2,40,3,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",418,74,119,71,,110,44
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",52,4,24,17,,7,
,,,,,,,
"URBANA (036)",3848,1132,1613,855,54,154,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",13,11,,,2,,
"Profes., científicos e intelectuales (038)",256,248,,6,2,,
"Técnicos de nivel medio y trab. asimilados (039)",391,332,,43,16,,
"Jefes y empleados de oficina (040)",174,171,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",392,114,20,203,13,42,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",288,2,1,275,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",382,,302,75,5,,
"Obreros construc.,conf.,papel, fab., instr. (044)",753,92,505,149,5,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1121,117,772,89,1,102,40
"Otra (046)",39,39,,,,,
"Ocupación no especificada (047)",39,6,13,15,,5,
"Hombres (048)",2924,767,1453,580,39,82,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",11,9,,,2,,
"Profes., científicos e intelectuales (050)",165,159,,4,2,,
"Técnicos de nivel medio y trab. asimilados (051)",305,273,,23,9,,
"Jefes y empleados de oficina (052)",94,92,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",139,59,9,60,6,5,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",262,2,1,250,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",369,,297,67,5,,
"Obreros construc.,conf.,papel, fab., instr. (056)",715,90,473,146,5,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",814,43,668,27,1,72,3
"Otra (058)",38,38,,,,,
"Ocupación no especificada (059)",12,2,5,3,,2,
"Mujeres (060)",924,365,160,275,15,72,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,2,,,,,
"Profes., científicos e intelectuales (062)",91,89,,2,,,
"Técnicos de nivel medio y trab. asimilados (063)",86,59,,20,7,,
"Jefes y empleados de oficina (064)",80,79,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",253,55,11,143,7,37,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",26,,,25,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",13,,5,8,,,
"Obreros construc.,conf.,papel, fab., instr. (068)",38,2,32,3,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",307,74,104,62,,30,37
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",27,4,8,12,,3,
,,,,,,,
"RURAL (072)",1693,130,592,745,46,173,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",48,43,,5,,,
"Técnicos de nivel medio y trab. asimilados (075)",34,25,,7,2,,
"Jefes y empleados de oficina (076)",18,18,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",59,8,7,41,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",674,,,635,39,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",89,,80,6,3,,
"Obreros construc.,conf.,papel, fab., instr. (080)",289,18,240,30,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",440,4,247,15,,167,7
"Otra (082)",11,11,,,,,
"Ocupación no especificada (083)",28,,18,6,,4,
"Hombres (084)",1411,97,546,637,43,88,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",31,27,,4,,,
"Técnicos de nivel medio y trab. asimilados (087)",25,17,,6,2,,
"Jefes y empleados de oficina (088)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",22,3,1,16,1,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",605,,,569,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",87,,79,5,3,,
"Obreros construc.,conf.,papel, fab., instr. (092)",281,18,232,30,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",329,4,232,6,,87,
"Otra (094)",11,11,,,,,
"Ocupación no especificada (095)",3,,2,1,,,
"Mujeres (096)",282,33,46,108,3,85,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",17,16,,1,,,
"Técnicos de nivel medio y trab. asimilados (099)",9,8,,1,,,
"Jefes y empleados de oficina (100)",3,3,,,,,
