"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CONCEPCION (000)",18961,2745,3914,8234,243,3562,263
"Agric., ganadería, caza y silvicultura (001)",10310,29,2247,4868,103,3063,
"Pesca (002)",23,5,8,3,4,3,
"Explotación de minas y canteras (003)",499,117,378,2,1,1,
"Industrias manufactureras (004)",817,63,295,386,25,48,
"Suministro de electricidad, gas y agua (005)",16,12,4,,,,
"Construcción (006)",726,45,484,184,8,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2112,317,99,1424,38,234,
"Venta, mant.y rep. veh.autom.y motoc. (008)",281,48,80,131,7,15,
"Comercio al por mayor (009)",85,29,2,45,2,7,
"Comercio al por menor (010)",1746,240,17,1248,29,212,
"Hoteles y restaurantes (011)",515,116,27,307,15,50,
"Trans., almac. y comunicaciones (012)",938,255,135,515,18,15,
"Intermediación financiera (013)",25,23,1,,1,,
"Activid.inmobil., empres. y alquileres (014)",470,277,86,88,17,2,
"Admin.pub. y defensa; p. segur.soc.afil (015)",374,319,55,,,,
"Enseñanza (016)",832,786,5,38,1,2,
"Servicios sociales y de salud (017)",236,183,3,47,,3,
"Otras activ. serv.comun.soc y personales (018)",316,107,28,159,5,17,
"Hogares privados con servicio doméstico (019)",263,,,,,,263
"Actividad economica no especificada (021)",489,91,59,213,7,119,
"Hombres (022)",12466,1577,3006,5677,162,2021,23
"Agric., ganadería, caza y silvicultura (023)",7323,23,1528,3841,72,1859,
"Pesca (024)",15,1,5,2,4,3,
"Explotación de minas y canteras (025)",475,100,372,2,1,,
"Industrias manufactureras (026)",545,48,208,244,18,27,
"Suministro de electricidad, gas y agua (027)",13,9,4,,,,
"Construcción (028)",704,36,474,181,8,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",949,166,98,596,25,64,
"Venta, mant.y rep. veh.autom.y motoc. (030)",257,38,80,122,7,10,
"Comercio al por mayor (031)",45,17,2,23,2,1,
"Comercio al por menor (032)",647,111,16,451,16,53,
"Hoteles y restaurantes (033)",149,57,11,60,3,18,
"Trans., almac. y comunicaciones (034)",867,214,130,497,13,13,
"Intermediación financiera (035)",13,11,1,,1,,
"Activid.inmobil., empres. y alquileres (036)",318,176,72,61,9,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",265,216,49,,,,
"Enseñanza (038)",373,349,3,19,1,1,
"Servicios sociales y de salud (039)",87,49,,37,,1,
"Otras activ. serv.comun.soc y personales (040)",163,65,14,72,4,8,
"Hogares privados con servicio doméstico (041)",23,,,,,,23
"Actividad economica no especificada (043)",184,57,37,65,3,22,
"Mujeres (044)",6495,1168,908,2557,81,1541,240
"Agric., ganadería, caza y silvicultura (045)",2987,6,719,1027,31,1204,
"Pesca (046)",8,4,3,1,,,
"Explotación de minas y canteras (047)",24,17,6,,,1,
"Industrias manufactureras (048)",272,15,87,142,7,21,
"Suministro de electricidad, gas y agua (049)",3,3,,,,,
"Construcción (050)",22,9,10,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1163,151,1,828,13,170,
"Venta, mant.y rep. veh.autom.y motoc. (052)",24,10,,9,,5,
"Comercio al por mayor (053)",40,12,,22,,6,
"Comercio al por menor (054)",1099,129,1,797,13,159,
"Hoteles y restaurantes (055)",366,59,16,247,12,32,
"Trans., almac. y comunicaciones (056)",71,41,5,18,5,2,
"Intermediación financiera (057)",12,12,,,,,
"Activid.inmobil., empres. y alquileres (058)",152,101,14,27,8,2,
"Admin.pub. y defensa; p. segur.soc.afil (059)",109,103,6,,,,
"Enseñanza (060)",459,437,2,19,,1,
"Servicios sociales y de salud (061)",149,134,3,10,,2,
"Otras activ. serv.comun.soc y personales (062)",153,42,14,87,1,9,
"Hogares privados con servicio doméstico (063)",240,,,,,,240
"Actividad economica no especificada (065)",305,34,22,148,4,97,
,,,,,,,
"URBANA (066)",11123,2175,2053,4883,197,1608,207
"Agric., ganadería, caza y silvicultura (067)",4397,25,1075,1999,71,1227,
"Pesca (068)",16,3,7,2,3,1,
"Explotación de minas y canteras (069)",91,18,71,,1,1,
"Industrias manufactureras (070)",654,40,243,316,23,32,
"Suministro de electricidad, gas y agua (071)",16,12,4,,,,
"Construcción (072)",536,33,338,155,7,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1861,270,74,1265,38,214,
"Venta, mant.y rep. veh.autom.y motoc. (074)",236,39,55,120,7,15,
"Comercio al por mayor (075)",78,27,2,40,2,7,
"Comercio al por menor (076)",1547,204,17,1105,29,192,
"Hoteles y restaurantes (077)",454,99,22,273,13,47,
"Trans., almac. y comunicaciones (078)",728,178,93,430,17,10,
"Intermediación financiera (079)",22,20,1,,1,,
"Activid.inmobil., empres. y alquileres (080)",337,215,26,80,14,2,
"Admin.pub. y defensa; p. segur.soc.afil (081)",310,277,33,,,,
"Enseñanza (082)",694,657,3,31,1,2,
"Servicios sociales y de salud (083)",205,156,3,43,,3,
"Otras activ. serv.comun.soc y personales (084)",291,97,25,153,5,11,
"Hogares privados con servicio doméstico (085)",207,,,,,,207
"Actividad economica no especificada (087)",304,75,35,136,3,55,
"Hombres (088)",6458,1181,1503,2921,132,703,18
"Agric., ganadería, caza y silvicultura (089)",2678,19,674,1356,50,579,
"Pesca (090)",10,1,4,1,3,1,
"Explotación de minas y canteras (091)",90,18,71,,1,,
"Industrias manufactureras (092)",435,27,171,202,17,18,
"Suministro de electricidad, gas y agua (093)",13,9,4,,,,
"Construcción (094)",517,27,328,152,7,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",829,143,73,534,25,54,
"Venta, mant.y rep. veh.autom.y motoc. (096)",214,30,55,112,7,10,
"Comercio al por mayor (097)",44,16,2,23,2,1,
"Comercio al por menor (098)",571,97,16,399,16,43,
"Hoteles y restaurantes (099)",126,45,10,52,2,17,
"Trans., almac. y comunicaciones (100)",662,141,88,413,12,8,
"Intermediación financiera (101)",11,9,1,,1,,
"Activid.inmobil., empres. y alquileres (102)",210,125,21,57,7,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",209,182,27,,,,
"Enseñanza (104)",309,289,2,16,1,1,
"Servicios sociales y de salud (105)",74,39,,34,,1,
"Otras activ. serv.comun.soc y personales (106)",148,59,12,68,4,5,
"Hogares privados con servicio doméstico (107)",18,,,,,,18
"Actividad economica no especificada (109)",119,48,17,36,2,16,
"Mujeres (110)",4665,994,550,1962,65,905,189
"Agric., ganadería, caza y silvicultura (111)",1719,6,401,643,21,648,
"Pesca (112)",6,2,3,1,,,
"Explotación de minas y canteras (113)",1,,,,,1,
"Industrias manufactureras (114)",219,13,72,114,6,14,
"Suministro de electricidad, gas y agua (115)",3,3,,,,,
"Construcción (116)",19,6,10,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1032,127,1,731,13,160,
"Venta, mant.y rep. veh.autom.y motoc. (118)",22,9,,8,,5,
