"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TALARA (000)",42659,415,13999,14884,12138,1223
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",88,,2,29,52,5
"Profes., científicos e intelectuales (002)",3625,,898,1467,1170,90
"Técnicos de nivel medio y trab. asimilados (003)",2939,1,846,1055,983,54
"Jefes y empleados de oficina (004)",2151,,789,701,642,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7126,62,2263,2616,1887,298
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2870,40,1275,970,515,70
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",5693,25,1726,1804,1955,183
"Obreros construc., conf., papel, fab., instr. (008)",6391,18,1863,2216,2158,136
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",10278,267,3883,3451,2372,305
"Otra (010)",356,,101,184,69,2
"Ocupación no especificada (011)",1142,2,353,391,335,61
"Hombres (012)",31064,321,10140,10538,9144,921
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",60,,1,20,36,3
"Profes., científicos e intelectuales (014)",1752,,361,632,688,71
"Técnicos de nivel medio y trab. asimilados (015)",2042,,529,700,765,48
"Jefes y empleados de oficina (016)",1023,,259,321,427,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",3791,37,1226,1364,994,170
"Agricult. trabaj. calif.agrop. y pesqueros (018)",2809,39,1247,948,505,70
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",5237,24,1614,1655,1782,162
"Obreros construc., conf., papel, fab., instr. (020)",6240,15,1811,2167,2113,134
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",7154,206,2811,2334,1587,216
"Otra (022)",341,,88,182,69,2
"Ocupación no especificada (023)",615,,193,215,178,29
"Mujeres (024)",11595,94,3859,4346,2994,302
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",28,,1,9,16,2
"Profes., científicos e intelectuales (026)",1873,,537,835,482,19
"Técnicos de nivel medio y trab. asimilados (027)",897,1,317,355,218,6
"Jefes y empleados de oficina (028)",1128,,530,380,215,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3335,25,1037,1252,893,128
"Agricult. trabaj. calif.agrop. y pesqueros (030)",61,1,28,22,10,
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",456,1,112,149,173,21
"Obreros construc., conf., papel, fab., instr. (032)",151,3,52,49,45,2
