"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PARURO (000)",9219,251,2147,3083,2637,1101
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,,2,22,15,
"Profes., científicos e intelectuales (002)",349,,109,171,69,
"Técnicos de nivel medio y trab.asimilados (003)",72,,26,32,12,2
"Jefes y empleados de oficina (004)",90,,37,34,17,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",541,11,149,193,140,48
"Agricult.trabaj. calif. agrop. y pesqueros (006)",4611,11,678,1515,1616,791
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",152,1,49,54,40,8
"Obreros construc., conf., papel, fab., instr. (008)",325,1,115,136,67,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",2427,221,796,708,524,178
"Otra (010)",36,,5,27,4,
"Ocupación no especificada (011)",386,4,94,121,107,60
"Desocupado (012)",191,2,87,70,26,6
"Hombres (013)",6870,159,1562,2305,2022,822
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",32,,1,19,12,
"Profes., científicos e intelectuales (015)",183,,46,82,55,
"Técnicos de nivel medio y trab.asimilados (016)",49,,16,19,12,2
"Jefes y empleados de oficina (017)",58,,16,25,15,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",113,4,39,38,22,10
"Agricult.trabaj. calif. agrop. y pesqueros (019)",4185,9,628,1414,1454,680
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",119,1,39,45,29,5
"Obreros construc., conf., papel, fab., instr. (021)",319,1,111,136,66,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1462,139,555,389,290,89
"Otra (023)",36,,5,27,4,
"Ocupación no especificada (024)",161,3,43,49,41,25
"Desocupado (025)",153,2,63,62,22,4
"Mujeres (026)",2349,92,585,778,615,279
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,,1,3,3,
"Profes., científicos e intelectuales (028)",166,,63,89,14,
"Técnicos de nivel medio y trab.asimilados (029)",23,,10,13,,
"Jefes y empleados de oficina (030)",32,,21,9,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",428,7,110,155,118,38
"Agricult.trabaj. calif. agrop. y pesqueros (032)",426,2,50,101,162,111
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",33,,10,9,11,3
"Obreros construc., conf., papel, fab., instr. (034)",6,,4,,1,1
