"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia POMABAMBA (000)",5891,1231,1268,2599,19,646,128
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,29,,,,,
"Profes., científicos e intelectuales (002)",892,832,,56,3,1,
"Técnicos de nivel medio y trab. asimilados (003)",98,79,,19,,,
"Jefes y empleados de oficina (004)",147,147,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",318,26,2,247,4,39,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1878,1,,1872,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",202,,55,139,5,3,
"Obreros construc.,conf.,papel, fab., instr. (008)",199,19,120,59,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1947,46,1065,128,,580,128
"Otra (010)",11,11,,,,,
"Ocupación no especificada (011)",170,41,26,79,2,22,
"Hombres (012)",4623,772,1207,2227,16,382,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",20,20,,,,,
"Profes., científicos e intelectuales (014)",544,503,,38,3,,
"Técnicos de nivel medio y trab. asimilados (015)",71,55,,16,,,
"Jefes y empleados de oficina (016)",93,93,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",151,18,1,122,3,7,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1803,1,,1797,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",180,,54,118,5,3,
"Obreros construc.,conf.,papel, fab., instr. (020)",198,19,119,59,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1467,29,1013,45,,361,19
"Otra (022)",11,11,,,,,
"Ocupación no especificada (023)",85,23,20,32,,10,
"Mujeres (024)",1268,459,61,372,3,264,109
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,9,,,,,
"Profes., científicos e intelectuales (026)",348,329,,18,,1,
"Técnicos de nivel medio y trab. asimilados (027)",27,24,,3,,,
"Jefes y empleados de oficina (028)",54,54,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",167,8,1,125,1,32,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",75,,,75,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",22,,1,21,,,
"Obreros construc.,conf.,papel, fab., instr. (032)",1,,1,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",480,17,52,83,,219,109
"Ocupación no especificada (035)",85,18,6,47,2,12,
,,,,,,,
"URBANA (036)",1953,912,173,681,15,94,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,24,,,,,
"Profes., científicos e intelectuales (038)",661,615,,42,3,1,
"Técnicos de nivel medio y trab. asimilados (039)",77,63,,14,,,
"Jefes y empleados de oficina (040)",102,102,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",273,20,2,210,4,37,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",198,,,195,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",68,,11,53,3,1,
"Obreros construc.,conf.,papel, fab., instr. (044)",100,16,47,36,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",346,29,102,93,,44,78
"Otra (046)",11,11,,,,,
"Ocupación no especificada (047)",93,32,11,38,2,10,
"Hombres (048)",1236,546,165,460,12,44,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",16,16,,,,,
"Profes., científicos e intelectuales (050)",380,349,,28,3,,
"Técnicos de nivel medio y trab. asimilados (051)",55,43,,12,,,
"Jefes y empleados de oficina (052)",63,63,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",133,13,1,109,3,7,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",182,,,179,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",64,,11,49,3,1,
"Obreros construc.,conf.,papel, fab., instr. (056)",100,16,47,36,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",184,17,97,31,,30,9
"Otra (058)",11,11,,,,,
"Ocupación no especificada (059)",48,18,9,16,,5,
"Mujeres (060)",717,366,8,221,3,50,69
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",8,8,,,,,
"Profes., científicos e intelectuales (062)",281,266,,14,,1,
"Técnicos de nivel medio y trab. asimilados (063)",22,20,,2,,,
"Jefes y empleados de oficina (064)",39,39,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",140,7,1,101,1,30,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",16,,,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",4,,,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",162,12,5,62,,14,69
"Ocupación no especificada (071)",45,14,2,22,2,5,
,,,,,,,
"RURAL (072)",3938,319,1095,1918,4,552,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,5,,,,,
"Profes., científicos e intelectuales (074)",231,217,,14,,,
"Técnicos de nivel medio y trab. asimilados (075)",21,16,,5,,,
"Jefes y empleados de oficina (076)",45,45,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",45,6,,37,,2,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1680,1,,1677,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",134,,44,86,2,2,
"Obreros construc.,conf.,papel, fab., instr. (080)",99,3,73,23,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1601,17,963,35,,536,50
"Ocupación no especificada (083)",77,9,15,41,,12,
"Hombres (084)",3387,226,1042,1767,4,338,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,4,,,,,
"Profes., científicos e intelectuales (086)",164,154,,10,,,
"Técnicos de nivel medio y trab. asimilados (087)",16,12,,4,,,
"Jefes y empleados de oficina (088)",30,30,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",18,5,,13,,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1621,1,,1618,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",116,,43,69,2,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",98,3,72,23,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1283,12,916,14,,331,10
"Ocupación no especificada (095)",37,5,11,16,,5,
"Mujeres (096)",551,93,53,151,,214,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",67,63,,4,,,
"Técnicos de nivel medio y trab. asimilados (099)",5,4,,1,,,
"Jefes y empleados de oficina (100)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",27,1,,24,,2,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",59,,,59,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",18,,1,17,,,
