"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ACOBAMBA (000)",16591,286,5866,5526,3799,1114
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",23,,,13,10,
"Profes., científicos e intelectuales (002)",729,,186,397,140,6
"Técnicos de nivel medio y trab.asimilados (003)",178,,66,84,26,2
"Jefes y empleados de oficina (004)",184,,91,64,28,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",811,6,310,303,155,37
"Agricult.trabaj. calif. agrop. y pesqueros (006)",6131,14,1642,2046,1750,679
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",202,2,93,73,30,4
"Obreros construc., conf., papel, fab., instr. (008)",325,2,99,159,59,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",6332,235,2631,1881,1309,276
"Otra (010)",26,,13,11,2,
"Ocupación no especificada (011)",469,3,165,141,112,48
"Desocupado (012)",1181,24,570,354,178,55
"Hombres (013)",11320,151,3888,3882,2644,755
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",20,,,11,9,
"Profes., científicos e intelectuales (015)",424,,81,242,96,5
"Técnicos de nivel medio y trab.asimilados (016)",127,,46,58,21,2
"Jefes y empleados de oficina (017)",127,,59,44,23,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",364,2,141,130,72,19
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5062,11,1335,1748,1457,511
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",165,1,71,62,27,4
"Obreros construc., conf., papel, fab., instr. (021)",319,2,97,156,59,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3560,119,1555,1071,674,141
"Otra (023)",24,,11,11,2,
"Ocupación no especificada (024)",204,1,83,54,48,18
"Desocupado (025)",924,15,409,295,156,49
"Mujeres (026)",5271,135,1978,1644,1155,359
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,,,2,1,
"Profes., científicos e intelectuales (028)",305,,105,155,44,1
"Técnicos de nivel medio y trab.asimilados (029)",51,,20,26,5,
"Jefes y empleados de oficina (030)",57,,32,20,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",447,4,169,173,83,18
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1069,3,307,298,293,168
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",37,1,22,11,3,
"Obreros construc., conf., papel, fab., instr. (034)",6,,2,3,,1
